type,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63
RSM0662,0.5009963,-0.09549359,0.10362811,0.043099258,0.17711933,-0.22342914,0.0191661,0.13968356,0.13345197,0.09110461,-0.31164703,0.16399539,-0.044827614,0.302743,-0.06378776,-0.10140472,-0.113813795,0.36735696,-0.1054708,-0.06929694,0.12417891,0.037247393,0.22305755,0.0016380986,-0.22142132,-0.09324831,0.18799056,-0.01936708,-0.19125296,-0.191002,0.31025565,0.023780992,0.07770247,0.17172737,-0.0969307,0.017646449,0.019662585,0.41158354,-0.017425595,-0.1768005,-0.30605805,-0.022379303,0.0118339,-0.13382867,-0.11800183,0.050230365,0.09130753,0.06561559,0.03208731,0.24377805,0.10550664,0.22328453,0.27907047,0.25350145,-0.0092192935,0.22296642,0.06789638,0.12527038,-0.11609944,-0.22373469,-0.05980369,-0.044326734,0.0046373587,0.22211772
RSM0663,0.4525568,-0.09621392,0.055080567,0.093784966,0.107227445,-0.1985089,-0.01784239,0.14040242,0.039701916,0.028007265,-0.30090874,0.113255695,0.041880615,0.2732846,-0.056819413,-0.11368884,-0.053189773,0.33835217,-0.055006906,-0.0007778854,0.10865807,0.026670521,0.19224127,0.027681261,-0.1876977,-0.13147746,0.19530757,-0.04524309,-0.23369503,-0.22098261,0.18058455,0.017181743,0.1311953,0.16628177,0.00031211987,-0.030754091,0.016952626,0.37788334,-0.026939211,-0.18343139,-0.26285213,-0.030297356,-0.0077279108,-0.1354593,-0.09184443,0.06498551,0.086145155,0.044957716,0.040178806,0.2796448,0.055320892,0.16941614,0.25303712,0.20824532,0.0068145595,0.120120846,0.08014847,0.11841138,-0.11562905,-0.21223512,-0.060722724,-0.0060542296,-0.005532878,0.1651653
RSM0664,0.38172677,-0.13101305,-0.10186501,0.1269631,0.038007803,-0.17885122,-0.050110947,0.053881016,-0.15999576,-0.059490938,-0.30781832,-0.001622631,0.20218033,0.22463506,-0.123327896,-0.19780263,-0.104802646,0.27818772,0.050601266,0.122154795,-0.011132063,0.08677174,0.12359944,0.17699556,-0.14549759,-0.050294284,0.22994609,-0.020138262,-0.50038296,-0.26969475,0.011431235,0.038574442,0.29474086,0.22013135,0.15338965,-0.07364512,-0.05439067,0.27530864,-0.08372133,-0.24889168,-0.19051026,-0.016476745,-0.017962458,-0.017841298,-0.1434693,0.16505846,0.096176036,0.07223564,-0.02470904,0.23978285,-0.058374,0.12219491,0.27875465,0.1982622,-0.033871774,-0.06929626,0.11137923,0.1105385,-0.05848021,-0.14124821,-0.090129666,0.08532481,0.030804038,0.13483346
RSM0665,0.34039828,-0.16122995,0.037893493,0.031644404,0.1465972,-0.124828294,0.07987204,0.09981387,-0.036968846,-0.031728774,-0.31023762,0.06766351,0.14190255,0.17779799,-0.11278139,-0.18937291,-0.2085492,0.36398843,0.022170512,0.011296474,0.04867827,0.04892909,0.04561864,0.09545591,-0.0800421,-0.013951809,0.19714688,0.023642074,-0.45782313,-0.1659285,0.1553757,0.05078391,0.2487461,0.21397328,0.034140848,-0.07677896,-0.06496456,0.25119564,-0.10464122,-0.20613289,-0.25002784,0.05133668,-0.0785336,0.02005195,-0.25015515,0.12701133,0.07220704,0.13029484,-0.052200533,0.22163811,-0.051262327,0.1384007,0.31063876,0.25509837,0.010321822,0.072867714,0.13799608,0.09061498,-0.120531864,-0.08326652,-0.065950714,-0.04518596,-0.022826308,0.20619898
RSM0666,0.4254842,-0.15112638,0.03142014,0.10260786,0.098073006,-0.18118453,-0.05881529,0.14842919,0.045259457,-0.035857473,-0.31027815,0.06960151,0.048235938,0.26841477,-0.03012878,-0.07232284,-0.08238823,0.33703697,-0.019350728,-0.028459659,0.07957342,0.034192152,0.20764636,0.050263975,-0.16070344,-0.14628169,0.19743843,-0.0589967,-0.2795606,-0.2829498,0.16767062,0.002723142,0.08307689,0.20726426,-0.051599868,-0.08861928,-0.016290024,0.35410234,-0.06267952,-0.14997818,-0.22476728,-0.02181951,-0.04237861,-0.13625072,-0.087216966,0.08423536,0.11105266,0.09036254,0.03419031,0.30091134,0.05724684,0.15534657,0.27670887,0.22687213,0.0076610046,0.15896864,0.09907708,0.07035657,-0.12362944,-0.16430871,-0.10392737,0.010008152,0.016175698,0.19432308
RSM0670,0.38513923,-0.1261965,0.0136424685,0.08541979,0.1072411,-0.15574048,0.010373122,0.12521395,-0.0017452744,0.011380323,-0.29710934,0.07799923,0.09246271,0.19560187,-0.09977711,-0.11343959,-0.11768021,0.32714728,0.008196188,0.029589389,0.06582013,0.042236302,0.14939663,0.090516955,-0.12903716,-0.068002544,0.18605825,-0.023604225,-0.3708664,-0.21910211,0.14300771,0.037430197,0.17160672,0.1853552,-0.0002821726,-0.054516997,-0.030727267,0.30364043,-0.070923135,-0.19007199,-0.23470837,0.0069339126,-0.050551366,-0.092406474,-0.1646982,0.09537889,0.08437274,0.097602256,-0.008238561,0.2540231,-0.009708207,0.14871535,0.27682692,0.23470049,0.02200464,0.087910146,0.09495257,0.08585568,-0.11354617,-0.1498675,-0.08422645,-0.013153142,0.00986727,0.14818883
RSM0671,0.38366315,-0.12711227,-0.060374036,0.13419016,0.03795424,-0.18209241,-0.09407859,0.082672276,-0.081383616,-0.071954064,-0.29661193,0.028640606,0.122647226,0.23826475,-0.034800034,-0.1550787,-0.03897717,0.29518878,-0.0074093165,0.034203805,0.010793122,0.04035417,0.15909259,0.1426332,-0.16899244,-0.06964428,0.23795274,-0.036021817,-0.3608183,-0.295652,0.11068124,-0.010691452,0.19949517,0.2107404,0.07978195,-0.035897214,0.0031959922,0.2838535,-0.05130424,-0.27874455,-0.20480612,-0.034281623,-0.020939656,-0.052245114,-0.079179905,0.14841305,0.09237,0.06642011,0.037710603,0.26729882,0.0070998594,0.15221812,0.23330069,0.18753295,-0.09550201,0.049617607,0.12523188,0.10033203,-0.011787635,-0.17843023,-0.10798946,0.085202016,-0.001340348,0.15671973
RSM0673,0.35453847,-0.17354275,-0.09216091,0.12878932,0.03703765,-0.1799783,-0.049650345,0.09535181,-0.1743511,-0.06465457,-0.29537073,-0.016969666,0.21240443,0.19381377,-0.12343988,-0.18023872,-0.13189018,0.2661245,0.08245676,0.12858701,-0.024631739,0.05508892,0.1310196,0.20914009,-0.12373901,-0.061222717,0.1917156,-0.0014114341,-0.5355582,-0.33253607,-0.03342413,0.04035364,0.2787295,0.24617404,0.1485597,-0.105823725,-0.047881395,0.27286187,-0.0560957,-0.24252239,-0.16894549,0.0013025111,-0.06451734,-0.045792006,-0.17384304,0.18267328,0.09045252,0.07097965,-0.032705404,0.2644271,-0.06537093,0.082720555,0.31588316,0.21909,-0.0017835208,-0.0987717,0.112884454,0.057884373,-0.08664128,-0.13643017,-0.081771694,0.074172884,0.049658187,0.10010828
RSM0674,0.37824196,-0.14077501,-0.031414904,0.09433405,0.05982498,-0.17570792,-0.027554575,0.052845053,-0.09331406,-0.034392763,-0.30434015,0.028403757,0.17773607,0.20403633,-0.08933115,-0.18467486,-0.10758776,0.32571426,0.023888018,0.051114075,0.016409509,0.082874715,0.11401865,0.16543697,-0.14730904,-0.014220547,0.23977585,0.003934804,-0.44921106,-0.22757933,0.108656645,0.035950754,0.3081883,0.21159132,0.123801194,-0.046218272,-0.032095004,0.2845279,-0.09725989,-0.2686582,-0.24816696,0.015399292,-0.04554511,0.0045078713,-0.16266593,0.15079015,0.082481675,0.070815735,-0.016039914,0.24348341,-0.048603866,0.14166714,0.28865293,0.19210754,-0.03002046,-0.00731102,0.13124797,0.12774186,-0.057215795,-0.15408024,-0.07989752,0.044230036,-0.021894623,0.18489529
RSM0676,0.4394868,-0.057125777,-0.098893635,0.111763336,0.03644575,-0.18803862,-0.12827036,0.055356983,-0.06584888,-0.02867274,-0.37192786,0.039963957,0.15576105,0.29378706,-0.05573744,-0.1938002,0.0034815283,0.30676883,-0.020643981,0.08741172,0.032124985,0.058794618,0.16003117,0.18101041,-0.21359602,-0.06159488,0.27952048,-0.016722115,-0.35248974,-0.2600526,0.1226252,-0.027394837,0.34698582,0.19635618,0.12871246,0.027772859,-0.0024484117,0.35502774,-0.06441863,-0.30730316,-0.2337308,-0.07487871,0.040344134,0.007393558,-0.06572833,0.117992885,0.10878909,0.04101478,0.06967643,0.2886789,-0.0040999795,0.20896779,0.2633128,0.17549999,-0.10642542,0.0037212516,0.13251013,0.19115229,-0.011944076,-0.19984698,-0.08566183,0.15116929,-0.006878824,0.15755327
RSM0677,0.4418248,-0.1078773,-0.066721424,0.13055716,0.040801667,-0.22280748,-0.014879727,0.08568053,-0.14466996,-0.011934407,-0.30849895,0.010766756,0.176433,0.22267231,-0.12820289,-0.16489771,-0.068596266,0.26937762,0.035185188,0.13243715,-0.0336708,0.06750772,0.15988553,0.1697291,-0.17055367,-0.06515704,0.1594496,-0.0098514985,-0.47069716,-0.3140457,-0.01058732,0.0670529,0.26647153,0.22711791,0.15556003,-0.049811196,0.009610689,0.3200915,-0.009549103,-0.28839484,-0.21419723,-0.027264783,0.0066187726,-0.06944385,-0.14527322,0.16267525,0.07235093,0.021076098,-0.021006303,0.2674234,-0.0671003,0.11525052,0.2815652,0.2024169,-0.022113653,-0.04374523,0.09159654,0.11135546,-0.06704606,-0.22121793,-0.076981515,0.09092978,0.07825115,0.07864226
RSM0678,0.36930212,-0.08667271,-0.05466077,0.0640994,0.04174709,-0.15568233,-0.01477515,0.027090097,-0.15345164,-0.0032369469,-0.33572638,0.015384208,0.24135137,0.26174137,-0.15897618,-0.23913781,-0.06266293,0.28108346,0.017664094,0.11246491,-0.0017486563,0.076174974,0.095886365,0.1873151,-0.1542845,-0.016025562,0.19114688,0.040910713,-0.43752632,-0.20170403,0.06840477,0.083035596,0.40803173,0.21771131,0.16956627,0.036273103,-0.032792564,0.25187024,-0.08355494,-0.29138827,-0.20909889,-0.007895331,-0.009714321,0.04796649,-0.19394752,0.13009943,0.08112196,0.03731273,0.0051020775,0.21067224,-0.06891785,0.14233017,0.30151054,0.20208812,-0.030691724,-0.07039361,0.13412659,0.13803719,-0.060920034,-0.16696759,-0.014696891,0.05173752,0.015137061,0.12963876
RSM0679,0.48065686,-0.03315503,-0.052882172,0.11705595,0.03364316,-0.24784118,-0.11648567,0.07015335,-0.03528654,-0.011873773,-0.34605378,0.0320677,0.11113885,0.3426142,-0.06764968,-0.15526384,0.017365327,0.27467412,-0.064702615,0.06563906,0.030991714,0.06314741,0.24395615,0.12098088,-0.23571134,-0.11092838,0.2450765,-0.006680089,-0.24599887,-0.2508275,0.108996265,-0.0012150008,0.29336146,0.20133649,0.09633864,0.049950074,0.041710626,0.3585972,-0.02762424,-0.28755948,-0.20529442,-0.092918105,0.05147217,-0.08320149,-0.037822668,0.071109354,0.095737435,-0.0014277534,0.07863737,0.28924116,0.038826305,0.20695804,0.24207692,0.16366929,-0.057052616,0.010846468,0.1268998,0.13220963,-0.06651162,-0.26923826,-0.07011917,0.127407,0.03711562,0.14734198
RSM0681,0.43307862,-0.05534152,0.043088336,0.08009927,0.11334638,-0.1802365,-0.00068724004,0.092193775,0.005102501,0.026817339,-0.3225668,0.07463775,0.05479264,0.26990488,-0.0959949,-0.17952621,-0.057424642,0.31117085,-0.07424816,-0.030434515,0.06665094,0.040432137,0.16942956,0.050464578,-0.15349756,-0.062477134,0.17925149,-0.013042231,-0.22417407,-0.16545689,0.20501569,0.042561125,0.24358495,0.16209818,0.043062393,0.045128074,0.017707227,0.32946244,-0.036185727,-0.18674271,-0.2779545,0.010455093,-0.0038155464,-0.042837944,-0.111489,0.058302812,0.056246314,0.03410297,0.042860057,0.21695963,0.019404462,0.17621826,0.2550411,0.16646835,0.032599363,0.08385241,0.12171671,0.16845398,-0.07548558,-0.19576767,-0.033503145,-0.0296616,-0.008974838,0.18091577
RSM0682,0.47286588,-0.044853307,-0.080664665,0.11648368,0.043026105,-0.2092558,-0.13757195,0.065052755,-0.06393856,-0.014348195,-0.39389816,0.022071308,0.14002694,0.33864728,-0.0583319,-0.19503137,0.012885017,0.28856775,-0.061824627,0.0616175,0.012840964,0.0684708,0.18166341,0.1679037,-0.24021262,-0.066183545,0.28831285,0.008106669,-0.2884829,-0.22476111,0.15196313,-0.019435802,0.33816436,0.19602686,0.11656081,0.06817694,0.02696129,0.3542504,-0.06237771,-0.32454604,-0.23762542,-0.068198085,0.051366918,-0.0075971032,-0.070191845,0.08121942,0.10524211,0.023111122,0.09037537,0.2922244,-0.00089570595,0.2366723,0.25178298,0.17783742,-0.10939201,0.028693609,0.13796197,0.18180299,-0.002079929,-0.2515268,-0.0913517,0.14802717,0.010156894,0.17287499
RSM0683,0.44953427,-0.044682883,-0.08553265,0.11171375,0.011236688,-0.20363836,-0.1463603,0.038235117,-0.08206243,-0.022923272,-0.3677153,0.031679973,0.17359157,0.33905128,-0.065922365,-0.20605774,0.013537284,0.28531945,-0.02812007,0.06318154,0.027316554,0.067127995,0.18926854,0.1448096,-0.22135341,-0.07066467,0.27262828,-0.0005718329,-0.3097435,-0.22224818,0.09852341,-0.005551924,0.37236348,0.18293865,0.13715608,0.0768635,0.01834637,0.3090046,-0.06282515,-0.31135893,-0.20133296,-0.08893809,0.05433824,-0.0013354479,-0.07521358,0.0802481,0.10691428,0.031977165,0.07687744,0.25435463,0.024755435,0.20339836,0.24102698,0.17590198,-0.083275355,-0.053041138,0.13010348,0.1693263,-0.021552593,-0.2164928,-0.07734385,0.13322254,0.020193899,0.1586125
RSM0684,0.4492074,-0.06143702,-0.09495414,0.09010451,0.02580503,-0.20345443,-0.12606652,0.04579942,-0.08232227,-0.026178794,-0.34875178,0.048791923,0.18407977,0.26597217,-0.0635433,-0.20087864,-0.03144017,0.28648803,-0.026352886,0.09770872,0.012585456,0.086776,0.16173644,0.1876082,-0.21457113,-0.047353234,0.28120106,-9.8391145e-05,-0.36472785,-0.23389208,0.08815175,-0.00084630365,0.3761968,0.18728897,0.1556976,0.03210599,0.003158446,0.31835252,-0.04862826,-0.3426613,-0.22502355,-0.052887406,0.02635237,0.005816965,-0.07001768,0.14377037,0.097205885,0.03826844,0.060859658,0.2789307,-0.02675151,0.18802425,0.2635208,0.15772846,-0.09225039,-0.022508936,0.13481587,0.17784297,-0.019350745,-0.21745425,-0.09828204,0.12799531,0.0016269499,0.14621669
RSM0685,0.4187216,-0.088866875,0.11480217,0.037139576,0.15380968,-0.16853057,0.17838153,0.14051989,0.010568724,0.06536876,-0.29543486,0.08541225,0.14914064,0.26303264,-0.23350234,-0.18048763,-0.17162015,0.31359893,-0.07289922,-0.052711796,0.08336581,0.04767054,0.19177312,0.030041,-0.11237025,-0.05923904,0.07505445,0.020596119,-0.37958446,-0.16738121,0.13706212,0.1615625,0.2087262,0.2025938,0.005014591,0.0023485445,-0.05178305,0.25119245,-0.053356174,-0.107435755,-0.25602242,0.07736271,-0.0801502,-0.109867334,-0.2621423,0.083241634,0.08979724,0.10168509,-0.06081506,0.20628698,-0.0019359887,0.1109847,0.3689258,0.29643962,0.16142502,0.016073855,0.07085006,0.041894652,-0.24461141,-0.15871811,0.04979684,-0.17636505,0.025470866,0.16145854
RSM0686,0.41518903,-0.09255378,-0.023423662,0.07231143,0.025879944,-0.17485914,-0.019729137,0.061611064,-0.10611898,-0.021801375,-0.34518963,0.034113124,0.21553046,0.29421455,-0.13894132,-0.23642185,-0.042356092,0.30265373,-0.0125196725,0.048438128,-0.010598777,0.079891995,0.14862718,0.15475544,-0.16674204,-0.029788423,0.1831686,0.022498459,-0.39634433,-0.18971689,0.09659357,0.05853497,0.4008759,0.19428457,0.15367986,0.07479925,-0.016482357,0.25270262,-0.08288599,-0.2525622,-0.22081845,0.0050753956,-0.005844189,0.034109898,-0.18664803,0.1243013,0.11130768,0.06424024,0.027832963,0.21776459,-0.03439814,0.1737877,0.30336368,0.19397008,-0.01819343,-0.0841098,0.14932619,0.14058298,-0.10979113,-0.17315891,-0.006082338,0.033220943,0.011878179,0.18511654
RSM0687,0.382565,-0.061176375,-0.07829479,0.057025418,0.063520424,-0.13884152,-0.04294504,0.033535235,-0.10048034,-0.019976223,-0.35458627,0.017092334,0.19636329,0.2932239,-0.118626274,-0.24326265,-0.052048966,0.28593722,-0.021318449,0.100203015,0.01687114,0.085240796,0.10816177,0.17507629,-0.17164943,-0.017340304,0.23911126,0.04641599,-0.40480334,-0.19663489,0.097064435,0.033129334,0.4184859,0.1935142,0.15220843,0.076111436,-0.0029936028,0.25277627,-0.11529943,-0.29812646,-0.23064965,-0.016689666,-0.0047817323,0.06674457,-0.14658223,0.113920346,0.1065275,0.042897202,0.0032283883,0.24051288,-0.03784866,0.18652545,0.2721204,0.20195769,-0.05063085,-0.065172926,0.15260714,0.18136878,-0.05154149,-0.15620495,-0.05819228,0.07976915,-0.020986807,0.16933477
RSM0689,0.3977674,-0.10570952,-0.0579602,0.08230706,0.058687225,-0.13692175,-0.007362835,0.035013586,-0.1203907,-0.017060986,-0.34021345,0.015329642,0.212533,0.2178747,-0.123364836,-0.25118273,-0.08706907,0.29946432,0.02884789,0.10280011,-0.0078006615,0.06910682,0.08059676,0.15883587,-0.14638865,0.0035583621,0.22377299,0.026998138,-0.4679153,-0.19128096,0.0883425,0.04194587,0.38155615,0.1995553,0.1742538,0.03398064,-0.016975977,0.27315915,-0.0872674,-0.30384845,-0.24359117,0.029020138,-0.008547694,0.07132555,-0.173982,0.13491246,0.086368784,0.060390677,-0.0046629603,0.23696026,-0.07734119,0.15470622,0.28991422,0.19154468,-0.051146843,-0.04953947,0.13432537,0.15368345,-0.03006209,-0.14163198,-0.052512616,0.065419815,-0.0059044966,0.15214603
RSM0690,0.47138986,-0.095710695,0.16185197,0.08245894,0.16198048,-0.20420946,0.09371577,0.19468097,0.07046878,0.10031064,-0.30215833,0.122195154,0.04302977,0.29532504,-0.15041924,-0.14798053,-0.13485391,0.35562834,-0.097765245,-0.091549024,0.120045975,0.02173682,0.25398067,-0.03993015,-0.16249232,-0.11589968,0.09900657,-0.0072492613,-0.22499524,-0.18737414,0.23745236,0.11280845,0.110988945,0.18980917,-0.057585265,-0.016109344,-0.019968972,0.35528186,-0.031437337,-0.08568583,-0.29076275,0.03242087,-0.08367802,-0.14802329,-0.18107103,0.053560674,0.08066423,0.07171177,0.023474364,0.24161261,0.04314266,0.16755977,0.33873102,0.25572345,0.14860615,0.13562748,0.09546091,0.078859046,-0.20026897,-0.21637145,0.019102937,-0.16740245,0.013721609,0.20810238
RSM0691,0.37137228,-0.12162346,0.1336532,0.0036939369,0.15476866,-0.13174817,0.1495007,0.11395028,-0.012412917,0.0659796,-0.31388247,0.08593969,0.17172328,0.22052102,-0.2221778,-0.24249366,-0.16805497,0.353121,-0.046574805,-0.05081438,0.083218284,0.055045664,0.10262092,0.0352333,-0.085855395,-0.03336638,0.1199913,0.017220251,-0.39697766,-0.104533255,0.18409973,0.12707636,0.30610478,0.17914118,0.02743831,0.023112247,-0.0571458,0.24685338,-0.090768054,-0.09461521,-0.2927569,0.1054281,-0.0978933,-0.009436215,-0.27577215,0.10812196,0.087417744,0.1252054,-0.042032026,0.19884795,-0.020478323,0.12987518,0.37180087,0.28716677,0.12449838,0.04294977,0.116988055,0.097428694,-0.21810621,-0.12759294,0.0341417,-0.16541618,-0.020545177,0.21621309
RSM0693,0.4126216,-0.08823014,-0.081010856,0.10369817,-0.0051827375,-0.18451965,-0.019685829,0.059283152,-0.18868141,-0.0155149195,-0.29919666,0.0011338956,0.2513759,0.25530934,-0.21104655,-0.22181615,-0.07765983,0.24825263,0.009747032,0.12061612,-0.02059441,0.09501227,0.15184793,0.17921828,-0.13399805,-0.039589457,0.14319389,0.024127375,-0.45976484,-0.23899451,-0.0017773164,0.07688097,0.3802114,0.22348489,0.16518402,0.0070579355,-0.021876944,0.25214618,-0.059380546,-0.24847652,-0.17800811,0.0039088763,0.00071928336,-0.007943985,-0.1916596,0.14984167,0.08611166,0.031673837,0.008679457,0.21876469,-0.059582017,0.11384826,0.31221834,0.22960497,0.023017796,-0.17034972,0.104467355,0.11428515,-0.13490391,-0.18943536,-0.018157408,0.064404175,0.062177617,0.09318748
RSM0694,0.3896274,-0.08163742,-0.070218444,0.11095382,-0.022491314,-0.1782975,-0.016927565,0.07709384,-0.19077024,-0.028253723,-0.3007524,-0.039561383,0.26561987,0.2843055,-0.20389569,-0.23475571,-0.050105628,0.24827363,0.04204129,0.09980331,-0.01782141,0.060181238,0.16823393,0.18698633,-0.12614538,-0.03897036,0.14933498,0.018276392,-0.45784616,-0.2513862,-0.008333,0.09008647,0.3874963,0.21846923,0.18475848,0.03206453,-0.024700986,0.23747392,-0.0506155,-0.23800752,-0.13930711,-0.02761676,-0.0074532037,-0.024720715,-0.1751682,0.13694736,0.10036701,0.052948326,-0.010316755,0.22572453,-0.0479322,0.11122427,0.30972105,0.2033773,0.0059998194,-0.15415105,0.12129906,0.07542065,-0.12685002,-0.20731574,-0.022425843,0.050548412,0.05787077,0.10942871
RSM0696,0.4450021,-0.03982462,-0.08769916,0.091360115,-0.010183388,-0.21157916,-0.13088614,0.04209487,-0.056935463,-0.02304595,-0.36435398,0.03568597,0.18225124,0.32828677,-0.06896726,-0.21534394,0.03379254,0.26808897,-0.04954213,0.080509625,0.016770128,0.07176277,0.18342872,0.17015918,-0.21850623,-0.058783203,0.26969796,0.008027074,-0.31039596,-0.22252299,0.105819196,-0.004668792,0.37580162,0.17588843,0.13566884,0.08728443,0.011380153,0.30310413,-0.07618371,-0.31894723,-0.20763364,-0.088937156,0.041270874,-0.0103652915,-0.04710095,0.091611385,0.11201002,0.029615298,0.074794635,0.25095665,0.014082538,0.18356949,0.22935012,0.16074951,-0.10480185,-0.061528977,0.14769904,0.16754092,-0.02101641,-0.21313617,-0.056431547,0.12876594,-0.0038189657,0.17937793
RSM0697,0.43124846,-0.06436523,0.07701698,0.057455767,0.10169928,-0.17489636,-0.0036558206,0.10385445,0.0119787995,0.037677888,-0.31405154,0.07363707,0.099339895,0.2859572,-0.08713651,-0.18695168,-0.06903287,0.30685672,-0.05904325,-0.005947968,0.061400432,0.06519171,0.14549917,0.047601156,-0.14305834,-0.0623958,0.15583579,-0.004073437,-0.23489113,-0.16754854,0.1798462,0.04597511,0.228783,0.15264644,0.04252633,0.046920307,0.0012267559,0.32980093,-0.04215455,-0.17758524,-0.2739657,-0.008961549,-0.023180285,-0.04146857,-0.12916899,0.061465822,0.07643339,0.022153826,0.04653436,0.22068416,0.0068686595,0.18548733,0.27818662,0.193902,0.044699218,0.091054335,0.12227652,0.14725022,-0.11307337,-0.18527557,-0.0033015988,-0.023927128,-0.00861571,0.20106924
RSM0699,0.36061278,-0.16863202,-0.09195703,0.12754199,0.039639752,-0.17845114,-0.031790067,0.0820469,-0.16533095,-0.07329479,-0.27605316,-0.029448887,0.21965183,0.2070534,-0.12540133,-0.15743364,-0.1224761,0.27496666,0.10692607,0.10553044,-0.027291277,0.074733116,0.1205168,0.20996864,-0.12647404,-0.04918082,0.18370795,-0.0017813268,-0.54493934,-0.34049568,-0.005990069,0.050526325,0.26609507,0.2505975,0.13698193,-0.12517212,-0.04327214,0.2610288,-0.089024976,-0.24887961,-0.1798838,0.0033851773,-0.067636974,-0.038505424,-0.1794115,0.19430298,0.09416176,0.08405092,-0.036992252,0.28325927,-0.069858834,0.103299,0.30200633,0.23254016,-0.03209691,-0.09028439,0.10260607,0.046448015,-0.09953545,-0.1427975,-0.081885114,0.07968503,0.050336573,0.11703534
RSM0700,0.44851735,-0.109567925,-0.09286806,0.13606048,0.053684417,-0.19021939,-0.12965502,0.05808382,-0.082479894,-0.06792585,-0.3373076,0.04471294,0.1397709,0.25270164,-0.021573069,-0.15912013,-0.030228304,0.29975885,0.017348163,0.090250924,0.0046051405,0.074469134,0.16014539,0.18210337,-0.20795216,-0.07158223,0.29965726,-0.02981096,-0.36930934,-0.2628223,0.12300245,-0.039786696,0.27043012,0.19393641,0.11499534,-0.010268824,0.017434802,0.36077026,-0.078257866,-0.3432101,-0.22533296,-0.057692923,0.016359163,-0.023951223,-0.07093375,0.13725717,0.11772472,0.054336056,0.036556154,0.31457308,0.0030900473,0.17693636,0.23407823,0.18338,-0.10858329,0.027093561,0.13813877,0.18276483,0.0082506435,-0.1991954,-0.14611562,0.16316219,-0.0059474646,0.15835284
RSM0702,0.48266277,-0.080604106,-0.068383425,0.14263292,0.038555168,-0.23816888,-0.14108615,0.06399362,-0.0284759,-0.004000711,-0.34444433,0.040750645,0.088815376,0.3035407,-0.0205364,-0.12845518,0.014609413,0.29452866,-0.06221545,0.07600516,0.03958427,0.049215198,0.21024102,0.13543858,-0.2694,-0.085412174,0.2640164,-0.016654082,-0.30684462,-0.28738615,0.14156231,-0.028607292,0.24902624,0.20111196,0.086302154,-0.002606664,0.04759983,0.38999334,-0.02257776,-0.33333036,-0.24928968,-0.0794268,0.067847215,-0.067248784,-0.0397368,0.113766395,0.08926937,0.017488493,0.06571261,0.28648785,0.027669339,0.19491695,0.22571422,0.17382297,-0.101003036,0.06712494,0.10230682,0.162246,0.00034490618,-0.25074703,-0.116851754,0.14797606,0.006753832,0.16612989
RSM0703,0.43778178,-0.09784211,-0.08779217,0.122023925,0.039392244,-0.19043346,-0.08517539,0.052582942,-0.10758266,-0.030196298,-0.32659483,0.026173126,0.1756542,0.26467445,-0.06938472,-0.18587935,-0.041834086,0.28473407,0.0116422465,0.12736797,-0.0027495308,0.07098744,0.16003339,0.1932528,-0.19546893,-0.06058911,0.25861627,-0.016357241,-0.42535633,-0.2667595,0.0499744,0.0047890167,0.34079447,0.21294197,0.16056196,0.009727553,0.001518742,0.3158997,-0.05944167,-0.3273624,-0.21978511,-0.054521903,0.019135904,-0.009770419,-0.08781584,0.15683931,0.10063862,0.040866952,0.012511505,0.2782913,-0.021918936,0.157037,0.2604995,0.16640702,-0.08342828,-0.040831298,0.12846698,0.16869076,0.0013323616,-0.20903198,-0.07674853,0.12956211,0.024555642,0.14439598
RSM0705,0.38331303,-0.13712867,0.05084237,0.06879019,0.16499744,-0.14405964,0.051115233,0.1274491,0.037597574,0.020751016,-0.31399426,0.09970229,0.0785056,0.20478828,-0.10112926,-0.1215192,-0.17377563,0.36375844,-0.0055132,-0.03899219,0.09535278,0.04579842,0.11479185,0.061504163,-0.11046166,-0.08164877,0.16307501,0.006135145,-0.36360034,-0.20445149,0.21133925,0.059851345,0.15801835,0.19799992,-0.030689402,-0.08600123,-0.041643493,0.31889758,-0.10055572,-0.15519848,-0.2770564,0.038127918,-0.071455896,-0.06583964,-0.19282018,0.09656638,0.09804888,0.10538356,-0.021106506,0.25161132,8.179454e-05,0.14948475,0.2936876,0.2564456,0.039145995,0.14864056,0.08636607,0.07487968,-0.15510526,-0.12260826,-0.07696689,-0.05925897,-0.028150223,0.17869836
