type,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63
RSM2827,0.4173046,-0.29799446,0.15313257,0.03879045,0.20476073,-0.095390104,0.08089419,0.1605636,-0.10283441,-0.071446724,-0.3539764,0.028360453,0.097429335,0.21649878,-0.121796556,-0.26799598,-0.16114104,0.50100917,0.05908262,-0.09328644,0.08011103,0.073400095,0.03128862,-0.067238614,0.018060215,-0.13201898,0.14048718,-0.039973468,-0.48878846,-0.15727419,0.2143795,-0.00043208527,0.28313896,0.28627342,0.07907186,-0.1371505,-0.051784582,0.3513827,-0.11632781,-0.1019949,-0.41473532,0.11420106,-0.24904668,0.054358605,-0.22459424,0.027672382,0.06875893,0.13924953,0.022409966,0.29224315,-0.12158655,0.12970427,0.38336608,0.18902701,0.12865876,0.15441407,0.25001886,0.1658561,-0.12570618,-0.11676573,-0.022964941,-0.16909301,-0.09614429,0.30118293
RSM2828,0.45494875,-0.21514574,-0.03384301,0.07228093,0.06056053,-0.14226186,-0.069160365,0.05432167,-0.14907208,-0.091389626,-0.4194788,-0.010445175,0.23714943,0.26356664,-0.10701645,-0.29909584,-0.12303983,0.38504627,0.07590592,0.036660187,-0.011479359,0.08435147,0.017929155,0.16045631,-0.105929315,-0.0036840409,0.23468949,0.0323057,-0.55631566,-0.2066795,0.1714785,0.008440757,0.517749,0.23673382,0.15912257,0.024425233,-0.037695754,0.30519187,-0.11880712,-0.3381726,-0.31919613,0.024108086,-0.07312063,0.13319549,-0.23895635,0.13434285,0.083455846,0.09211606,0.022746427,0.29381895,-0.07818864,0.1968103,0.34386855,0.18668738,-0.069381595,0.022165604,0.22755842,0.204259,-0.08627043,-0.1673649,-0.06634469,0.045856174,-0.030379243,0.24646759
RSM2829,0.4550821,-0.15497878,-0.11787742,0.16439831,-0.0011171395,-0.20886464,-0.11097505,0.07316823,-0.16757593,-0.12742089,-0.4062836,-0.05357386,0.27064446,0.3277302,-0.110683836,-0.26457706,-0.03281553,0.29250485,0.010626306,0.091127574,-0.006852707,0.0678431,0.19241163,0.27525812,-0.19292493,-0.078355,0.2572896,0.015061957,-0.5292902,-0.34854767,0.022522759,0.050451662,0.3882917,0.30965638,0.17837796,0.0012482133,-0.027824542,0.28169557,-0.10127208,-0.36301327,-0.15688032,-0.061512727,0.00052692764,-0.02267511,-0.15619698,0.18389909,0.1804861,0.058812134,0.008390253,0.29285213,-0.018005451,0.1983689,0.31875417,0.2685695,-0.15257034,-0.113373674,0.14942436,0.093713105,-0.07474102,-0.20611113,-0.09436012,0.16149731,0.045914195,0.19009688
RSM2830,0.5334872,-0.14202625,-0.050382353,0.19169791,0.050340254,-0.2736276,-0.08557079,0.23780091,0.010671006,-0.024353433,-0.33917624,0.028280333,0.074070916,0.3687956,-0.0939224,-0.055280685,-0.058359597,0.28996614,-0.029607072,-0.0010973455,0.09585591,-0.0020676022,0.39412642,0.09271084,-0.22913225,-0.21525441,0.15478179,-0.060111936,-0.3211105,-0.46972063,0.08265483,0.07084698,0.03888172,0.30209944,-0.045689452,-0.10238069,0.014121776,0.37560332,-0.017747436,-0.17964548,-0.16380167,-0.06191533,-0.0025796546,-0.3206884,-0.0761234,0.08489735,0.16717865,0.054146316,0.017216183,0.36448857,0.08517553,0.15321288,0.31191278,0.314081,0.00344182,0.08361314,0.041802082,-0.07209299,-0.2250529,-0.28628898,-0.11167856,0.07061333,0.11406938,0.10414242
RSM2831,0.50808936,-0.17590842,0.040370535,0.1198387,0.121319346,-0.2345905,-0.024228131,0.22977188,0.07390498,-0.0027253926,-0.362707,0.0987522,0.07846874,0.31738594,-0.11905285,-0.072397746,-0.12647822,0.37020454,-0.0032843794,-0.05530203,0.13118507,0.017308962,0.28829688,0.050908595,-0.18866809,-0.16941498,0.17686689,-0.05176709,-0.33051044,-0.38813818,0.18987398,0.059233367,0.08349697,0.26363564,-0.108121134,-0.12385187,-0.038082104,0.36409056,-0.09006991,-0.15568174,-0.19480859,-0.027016014,-0.030119719,-0.23302941,-0.16309327,0.07456347,0.13475071,0.13749264,-0.021133654,0.32916975,0.088567466,0.13697371,0.35690713,0.30945557,0.056286257,0.16107173,0.07676252,-0.032455217,-0.28492728,-0.21102059,-0.091676705,-0.0049214386,0.07108207,0.18811655
RSM2832,0.51405597,-0.14883696,0.021609318,0.11151127,0.10351873,-0.22874612,-0.0336922,0.23204213,0.0739431,0.0053146943,-0.36231023,0.07279078,0.083428286,0.3468173,-0.1275441,-0.098345146,-0.11009746,0.36665013,-0.024932286,-0.051801898,0.141067,0.015151945,0.27796787,0.027734488,-0.18955596,-0.17827867,0.20155114,-0.036713168,-0.29694048,-0.37009266,0.19519652,0.059193105,0.11887297,0.23098817,-0.115217075,-0.104434915,-0.002609594,0.37543482,-0.085999385,-0.13153549,-0.21493174,-0.03072533,-0.028575405,-0.22782645,-0.15597002,0.057739727,0.14991586,0.11273392,-0.0060778633,0.34537342,0.08778438,0.16304085,0.32595402,0.29914254,0.044634525,0.14223726,0.06454738,-0.04248709,-0.27508217,-0.20084462,-0.089020744,-0.00494813,0.035049375,0.19531499
RSM2833,0.49250725,-0.13703167,-0.07228221,0.18731794,0.011738793,-0.26400506,-0.05892204,0.18566181,-0.105489545,-0.029808817,-0.30181307,0.0047562583,0.16035289,0.32512683,-0.16359271,-0.09581287,-0.065078594,0.2784138,0.03438607,0.0630853,0.05912592,0.038277145,0.315741,0.11255144,-0.19906941,-0.18459621,0.13515435,-0.06368071,-0.43154767,-0.43424296,-0.018669112,0.07562075,0.14016111,0.2708201,0.0206262,-0.123746954,0.0033481244,0.3370749,-0.047111023,-0.17430736,-0.1296142,-0.050454076,-0.022214716,-0.23937333,-0.12509128,0.120809816,0.13585229,0.06121863,-0.025792778,0.33839664,0.034453772,0.081183046,0.35361055,0.29730028,0.055761263,-0.063129775,0.07705094,-0.035333835,-0.20887357,-0.25686905,-0.06415996,0.074905254,0.12238439,0.09421259
RSM2834,0.55261606,-0.2526691,0.18726125,0.15834789,0.26577514,-0.22363976,-0.032454606,0.25998947,0.042070612,-0.04633906,-0.37853375,0.08461458,-0.09319469,0.37542275,0.025520988,-0.17012115,-0.06362265,0.5216742,-0.043126892,-0.16664135,0.14307237,0.028044745,0.20567434,-0.15719248,-0.089990996,-0.27031857,0.18022612,-0.12374405,-0.27226737,-0.28553295,0.34668106,-0.05433166,0.024042228,0.30164927,-0.016585054,-0.17563955,0.035562426,0.5538623,-0.06178642,-0.09693895,-0.46371856,0.00092514994,-0.21731059,-0.09919101,-0.028076492,-0.049323432,0.0931216,0.04753806,0.12631147,0.40502265,-0.007422315,0.19156393,0.34347504,0.15225932,0.08653484,0.34953707,0.19046484,0.19487748,-0.031966288,-0.22920018,-0.08757279,-0.13157286,-0.084913746,0.33823958
RSM2835,0.39195776,-0.21162158,0.06120513,0.009164133,0.22707129,-0.12721811,0.12066776,0.17740041,0.029713294,-0.034687474,-0.4032852,0.0768376,0.1348479,0.22519389,-0.15116301,-0.2233152,-0.27922338,0.4160272,0.048263267,-0.05139277,0.1032815,0.03602791,0.12341668,0.099970385,-0.07871289,-0.06355066,0.17810811,0.015884459,-0.5713306,-0.2460106,0.22247961,0.11109017,0.22581159,0.2942881,-0.055044893,-0.12221057,-0.123072274,0.26349583,-0.1808171,-0.17527023,-0.26983884,0.103296764,-0.1420977,-0.023739623,-0.33166763,0.126551,0.15055437,0.21291243,-0.1257514,0.3025084,-0.030855186,0.15400097,0.39472795,0.37879008,0.027085565,0.15241827,0.11602591,-0.0071058213,-0.23185167,-0.08801708,-0.058341336,-0.080539614,-0.034190834,0.2603858
RSM2836,0.41332573,-0.23903519,-0.122879766,0.16502732,0.04708647,-0.18026575,-0.06890865,0.11469764,-0.21544257,-0.12455902,-0.34763753,-0.0465111,0.26234108,0.25595444,-0.100637145,-0.19766411,-0.14239544,0.2946133,0.10500206,0.11463607,-0.05881981,0.06073669,0.12557052,0.2420786,-0.10141327,-0.04626037,0.22626369,0.014601169,-0.6272344,-0.39995778,0.003286219,0.031312812,0.32234627,0.31296816,0.12595762,-0.09423482,-0.04875389,0.27708825,-0.10504203,-0.32087204,-0.18061347,-0.008394028,-0.083573066,-0.0076293303,-0.21791595,0.18850137,0.118333876,0.11440616,-0.032782853,0.33149242,-0.089076675,0.13373508,0.3221067,0.27114254,-0.09511976,-0.05280332,0.13490732,0.048124284,-0.086032875,-0.14878061,-0.13444914,0.119145066,0.046942547,0.1566167
RSM2837,0.4375398,-0.17696458,-0.15533027,0.15846148,0.034751907,-0.2140693,-0.19014613,0.095285386,-0.08936614,-0.1554055,-0.4421318,-0.004824984,0.22361162,0.34129998,-0.0392208,-0.24883445,-0.03104392,0.33894336,0.04418637,0.103819475,0.028871719,0.039754752,0.20748948,0.25817484,-0.21858718,-0.078524284,0.4170192,-0.022286503,-0.47362533,-0.40781793,0.07234438,-0.030554332,0.31444016,0.28122178,0.1448723,-0.06034879,-0.053267818,0.31620622,-0.16051325,-0.34683874,-0.17249735,-0.10897503,-0.010342816,-0.02003092,-0.09094389,0.19245811,0.21701647,0.094619535,0.022290178,0.35190025,0.02413728,0.22007373,0.30153823,0.25552014,-0.23330717,0.0013644323,0.18600498,0.11469908,-0.02573245,-0.1402134,-0.19638549,0.20914997,-0.010224537,0.2578231
RSM2838,0.4944052,-0.13618818,-0.04755319,0.097406596,0.04735272,-0.205728,-0.14797342,0.113865174,-0.034243394,-0.04587747,-0.42473862,0.010962085,0.12043,0.41150013,-0.06058308,-0.19906282,0.016281284,0.3499045,-0.040357925,-0.0022433004,0.052632056,0.039236847,0.20761333,0.10157403,-0.22673249,-0.10830685,0.26433188,0.0037082462,-0.30477685,-0.2709708,0.2240747,-0.0026556144,0.33759627,0.24492207,0.05605822,0.03345678,0.0245347,0.36081475,-0.08506269,-0.30013677,-0.2544794,-0.06648333,0.014393053,-0.025636682,-0.08287485,0.058466036,0.12259008,0.03402139,0.08934132,0.3376238,0.033593778,0.232152,0.30187637,0.19662014,-0.08226568,0.09525583,0.17863913,0.14312884,-0.090044,-0.23755938,-0.108403385,0.106571056,0.020564841,0.22684574
RSM2839,0.4983437,-0.11001515,-0.17113535,0.12636973,-0.015824847,-0.22161934,-0.09258655,0.05720887,-0.23341538,-0.08347858,-0.44005942,-0.05642344,0.32107395,0.32408017,-0.18915397,-0.29930574,-0.03783495,0.30901727,0.06865022,0.18990217,-0.064377256,0.10816927,0.17431526,0.28707957,-0.20056361,-0.014830639,0.26519278,0.030505616,-0.6443676,-0.3178715,-0.035866383,0.07974369,0.5605901,0.30287302,0.2789809,0.028696623,-0.017826924,0.31028724,-0.069133885,-0.41532016,-0.22252011,-0.020072773,-0.017931532,0.07026649,-0.20583424,0.20342182,0.11444745,0.048621085,-0.011214575,0.32812196,-0.11552211,0.20036964,0.35051706,0.24759986,-0.08651558,-0.20908774,0.19816753,0.16613372,-0.041837525,-0.24098279,-0.05525988,0.16272749,0.04929078,0.122055374
RSM2840,0.49845955,-0.14582805,0.1323797,0.114038706,0.19846159,-0.22960608,0.10935503,0.1322149,-0.02703412,0.08392089,-0.29943377,0.06027298,0.033528857,0.26193175,-0.119701564,-0.18153219,-0.11678457,0.39537746,-0.055525642,-0.018100217,0.03392057,0.07949045,0.19562338,-0.03506597,-0.10346303,-0.124558315,0.11648565,-0.028383525,-0.36140487,-0.18638323,0.14059274,0.082410745,0.17490736,0.19979562,0.09127133,-0.08702956,0.022211218,0.4735231,0.040081035,-0.1675636,-0.41915986,0.07836777,-0.1436268,-0.08172689,-0.15301278,0.05258077,0.03183097,0.012045654,0.003452191,0.25719026,-0.07520735,0.16042425,0.3548419,0.16448383,0.17150371,0.07954538,0.13739881,0.24246581,-0.041169386,-0.22779082,0.052227218,-0.15581653,-0.011696809,0.15573555
RSM2841,0.48477232,-0.081883326,0.02023226,0.050173327,0.09926996,-0.19416857,0.01952649,0.11032997,-3.1439035e-05,0.05273094,-0.34890047,0.13055973,0.16648202,0.26796463,-0.1779852,-0.1348766,-0.13285363,0.32604444,-0.022048462,0.051954523,0.076524794,0.04790764,0.2047457,0.12640934,-0.21567301,-0.09071056,0.19023961,0.008252559,-0.39037108,-0.2583725,0.1377865,0.08739719,0.22400941,0.16933899,0.003942164,-0.0391927,-0.022186553,0.33946186,-0.060857352,-0.21298821,-0.20496513,0.0036443768,0.017296266,-0.10957583,-0.20527045,0.13595423,0.09896622,0.09207744,-0.035295613,0.26465437,0.042660773,0.116960146,0.3306314,0.30010808,0.058252845,0.010587287,0.073461525,0.064353816,-0.20536464,-0.2011354,-0.034789894,-0.0063774195,0.044847928,0.13908353
RSM2842,0.62786967,-0.17164706,0.20904607,0.087103,0.28035405,-0.2736628,0.048833925,0.1842123,0.18749383,0.07900962,-0.421808,0.21941656,-0.11320772,0.37149873,-0.0131267095,-0.10327041,-0.122879036,0.53463507,-0.14539452,-0.107849196,0.19803268,0.0462641,0.25844228,-0.051291026,-0.28096765,-0.17010954,0.23740652,-0.053001054,-0.21203975,-0.2299007,0.46064273,0.003835879,0.044984795,0.20232344,-0.138308,-0.039462026,0.058607843,0.59059334,-0.039569806,-0.22335273,-0.47759637,-0.00779759,-0.020481355,-0.19249314,-0.09395416,0.029347956,0.0829765,0.063934796,0.062266625,0.34054822,0.10226885,0.26452252,0.36624056,0.26882163,0.0115139345,0.39645183,0.10323628,0.17969835,-0.12718835,-0.26782307,-0.083478436,-0.11403035,-0.03538597,0.3242165
RSM2843,0.46117023,-0.10209634,0.0005800354,0.055943504,0.09332638,-0.18556322,0.0315819,0.10388946,-0.021712855,0.043615118,-0.34679285,0.12816325,0.146068,0.24337992,-0.15465432,-0.15095131,-0.14930606,0.33773446,-0.012399401,0.0696017,0.0755274,0.05513936,0.18553057,0.12790488,-0.18234998,-0.065420926,0.21940285,0.0012776568,-0.432893,-0.23926328,0.11815525,0.076013856,0.24283338,0.16591638,0.017935213,-0.070050545,-0.040916275,0.32408783,-0.07717047,-0.22256576,-0.23423278,0.01123982,0.008339671,-0.10581007,-0.20209303,0.13293432,0.10089621,0.097197935,-0.020384211,0.26518747,0.014575301,0.13218716,0.3481944,0.28249964,0.06702235,0.03977526,0.06335082,0.082458526,-0.18682338,-0.18328364,-0.05696079,-0.0067516463,0.037417807,0.15421718
RSM2844,0.40527415,-0.18348856,-0.037869167,0.07936342,0.098195076,-0.19919103,0.0119264005,0.1060817,-0.0869833,-0.05736555,-0.34315273,0.03163395,0.20483588,0.20361376,-0.13034585,-0.16731048,-0.19510713,0.33449683,0.08917158,0.09238664,0.04606336,0.06613621,0.15028,0.18343394,-0.12082611,-0.08262442,0.19564341,0.013470953,-0.55522454,-0.34114844,0.04250543,0.05214648,0.26183382,0.26460227,0.030138018,-0.14130023,-0.06703738,0.2912879,-0.088970326,-0.22834603,-0.20356324,0.0058647534,-0.07629555,-0.07608052,-0.21370177,0.17421736,0.09109116,0.13113189,-0.06643477,0.28043482,-0.049747683,0.09735196,0.34877002,0.28785113,0.009106488,-0.017383935,0.07122153,0.021748886,-0.17481934,-0.1471677,-0.07982225,0.03603676,0.041092128,0.15896517
RSM2845,0.42033595,-0.20179033,-0.09501193,0.11902564,0.08284888,-0.16232651,-0.060510956,0.062587894,-0.13314745,-0.11757377,-0.40973833,-0.00060490076,0.24976589,0.22548501,-0.06856518,-0.2912094,-0.14102088,0.3730155,0.089946955,0.08067098,-0.034103666,0.08290536,0.06542507,0.25154167,-0.1387362,0.007377669,0.32443148,0.014252254,-0.6201128,-0.29083872,0.10697558,-0.018148378,0.44987157,0.27694455,0.16166149,-0.049150575,-0.068604045,0.2739508,-0.17080958,-0.3798349,-0.26801434,0.0030031193,-0.06956271,0.08619406,-0.21863268,0.21375997,0.110220246,0.14372315,-0.040832385,0.31535432,-0.076436184,0.18537696,0.3128228,0.24082343,-0.14644024,0.018244157,0.19875316,0.15492505,-0.035053045,-0.12092783,-0.12927873,0.12132055,-0.03755628,0.258255
RSM2846,0.46988627,-0.20734623,0.08358485,0.023067683,0.1628198,-0.18668048,0.0829418,0.1259593,0.0069552055,0.014698408,-0.33805463,0.12316842,0.10630466,0.20142628,-0.15590234,-0.13811357,-0.22856471,0.40301046,0.005752398,-0.011811834,0.06799672,0.04436895,0.113405064,0.11368339,-0.15237017,-0.034417603,0.16658534,0.035836767,-0.4695309,-0.2207874,0.21991985,0.06534557,0.23356982,0.18701944,-0.05755105,-0.08041817,-0.041670687,0.32404363,-0.060589265,-0.20664403,-0.29866788,0.06599481,-0.0582655,-0.07194389,-0.27150878,0.1533401,0.04527111,0.1256458,-0.06392855,0.2591809,-0.0011680285,0.16339229,0.3385248,0.306597,0.04347286,0.16971305,0.061088663,0.08161244,-0.23432451,-0.1560774,-0.06525334,-0.061314065,0.029493004,0.2230624
RSM2847,0.46225813,-0.12980646,-0.08350037,0.20945041,0.07002683,-0.26133668,-0.051552936,0.14384511,-0.1278019,-0.02501872,-0.32323405,-0.013391819,0.14815867,0.28604096,-0.1284271,-0.14036384,-0.10587866,0.29774195,0.026195599,0.1286291,0.024881613,0.0724469,0.26197073,0.17286396,-0.2062463,-0.13267593,0.20941806,-0.044366263,-0.5126155,-0.39992955,-0.0024243232,0.085644774,0.20059545,0.2665024,0.12834255,-0.12357949,0.0058354526,0.3848347,-0.024775568,-0.26254255,-0.2296167,-0.04368964,-0.006613271,-0.1458551,-0.13315132,0.16536584,0.120011576,0.054045875,-0.032364383,0.32377645,-0.07121092,0.13206345,0.34330353,0.2523657,0.026635556,-0.02978778,0.06694625,0.07950389,-0.08278933,-0.23356359,-0.09454908,0.07956149,0.0948124,0.06159924
RSM2848,0.4604706,-0.13112211,0.07224563,-0.0067609907,0.11397389,-0.16024016,0.07826227,0.09179612,-0.015685132,0.038605303,-0.38449243,0.079911835,0.18810278,0.27580494,-0.18465538,-0.252375,-0.16211875,0.3815758,-0.06463195,-0.0221183,0.045112927,0.045333177,0.098499656,0.10315717,-0.12964423,-0.006976796,0.13567677,0.07461887,-0.39572772,-0.12751104,0.22190906,0.092263475,0.3843699,0.2308368,0.013457029,0.06442715,-0.025244113,0.2864833,-0.10282416,-0.22548662,-0.30247873,0.06942467,-0.05025503,0.014258741,-0.28673857,0.09423282,0.07839373,0.09938093,-0.0064085214,0.24004854,-0.015619034,0.18995862,0.34284702,0.27865422,0.028669233,0.08926209,0.15021266,0.0943881,-0.24484132,-0.16107441,0.010081425,-0.0741137,-0.010190714,0.24067384
RSM2850,0.42631668,-0.16108057,-0.049845997,0.14992526,0.069647774,-0.18946762,-0.03839689,0.13832515,-0.1044424,-0.0747252,-0.29923216,0.016641503,0.18082786,0.24009013,-0.10721632,-0.16212223,-0.12105644,0.3097606,0.058995426,0.05608621,0.022358723,0.061146412,0.1732436,0.1408152,-0.13617787,-0.113272846,0.21256448,-0.002907652,-0.50549686,-0.34177452,0.05640272,0.048508804,0.21172899,0.2648838,0.07989346,-0.10293117,-0.048680995,0.28427157,-0.07897962,-0.20222783,-0.19615874,0.012399075,-0.06037764,-0.103875734,-0.17178486,0.14946112,0.122940056,0.08342846,-0.031916432,0.3079105,-0.048102565,0.11638155,0.29561356,0.2709806,-0.011489466,0.00086111156,0.116378315,0.041002933,-0.099827446,-0.16568302,-0.09156784,0.03825221,0.045933828,0.15488908
RSM2851,0.45253062,-0.18189311,-0.09201091,0.14007181,0.05127499,-0.19194384,-0.02730536,0.1125873,-0.15644884,-0.054157365,-0.35666543,0.02284883,0.2766762,0.25349668,-0.1753561,-0.17509632,-0.1782361,0.32057944,0.09814664,0.149035,0.0061725574,0.08608508,0.18410069,0.22431655,-0.12569565,-0.09176174,0.218896,-0.013501848,-0.6399706,-0.38881478,-0.036456928,0.057552867,0.3194263,0.25877413,0.10227677,-0.15449457,-0.06862772,0.3110846,-0.09597294,-0.2595712,-0.1516988,0.0111403335,-0.07035525,-0.105708614,-0.23265027,0.20326698,0.117773734,0.100972824,-0.07018276,0.29584587,-0.05710165,0.0915291,0.36762097,0.28849506,0.008307627,-0.11054467,0.07796235,0.04299733,-0.1924147,-0.17651233,-0.092203535,0.063820444,0.06260372,0.101037316
RSM2852,0.44053358,-0.20189108,-0.09624469,0.10155027,0.09278167,-0.15907708,-0.044199098,0.03635228,-0.17202489,-0.106826745,-0.4069733,0.013506689,0.26698706,0.22735347,-0.10239783,-0.29845107,-0.14101374,0.37511617,0.062846705,0.10797396,-0.049261935,0.07456109,0.059220117,0.25844607,-0.14370523,0.024080718,0.29498398,0.04640066,-0.6372848,-0.2555576,0.10586506,0.0036002968,0.47415167,0.25882468,0.19377239,-0.023308074,-0.049726315,0.29908434,-0.11938472,-0.40277672,-0.2949844,0.013254271,-0.04623267,0.09216118,-0.22150023,0.22277915,0.09261348,0.11749977,-0.03453832,0.3206466,-0.094243415,0.20692958,0.34207007,0.25168154,-0.11972897,0.0026390094,0.17726023,0.20110312,-0.018024227,-0.13913792,-0.10056549,0.11538792,-0.019007713,0.2301788
RSM2853,0.4980409,-0.13528447,-0.01843728,0.12484362,0.10379351,-0.24089682,-0.03024039,0.15460145,-0.007633437,0.0013995474,-0.32611895,0.092199646,0.10229191,0.2658027,-0.09864324,-0.10078479,-0.12101208,0.33365574,-0.0018400117,0.06329135,0.07759396,0.04940999,0.25522143,0.10903425,-0.20369953,-0.11909057,0.21324848,-0.03307895,-0.3910109,-0.3470765,0.082304806,0.03401691,0.13571568,0.20689361,-0.009966198,-0.10518169,-0.023483884,0.37306806,-0.026173899,-0.20756216,-0.20152594,-0.022472993,-0.00017368405,-0.1864622,-0.1332227,0.13284494,0.113863535,0.097380884,-0.019602496,0.30532032,0.033438552,0.14318891,0.29969516,0.26195762,0.038550686,0.05076352,0.07565183,0.07175988,-0.14611934,-0.21071652,-0.09671475,0.037392206,0.06263414,0.12215859
RSM2854,0.53943086,-0.18471523,0.26684082,0.053419717,0.3137273,-0.19082473,0.256874,0.17841615,0.06310636,0.10352543,-0.3804025,0.16351205,0.07740726,0.31294152,-0.2171654,-0.2645578,-0.2630759,0.5278807,-0.11856044,-0.11987178,0.11605249,0.073702976,0.1893175,-0.066913106,-0.092352934,-0.0893486,0.12199565,0.011699427,-0.42792296,-0.12256692,0.2829186,0.15695378,0.2199782,0.2561045,0.018086625,-0.0379859,-0.056490112,0.45679954,-0.04790276,-0.10526277,-0.50676876,0.16490924,-0.21134396,-0.08106109,-0.28795207,0.0962598,0.084472016,0.10230762,-0.037052378,0.25877053,-0.06638349,0.19548385,0.47356096,0.3158338,0.23278677,0.15832363,0.14586161,0.20091994,-0.19662763,-0.18690205,0.08348246,-0.31198144,-0.02772236,0.30363846
RSM2856,0.47655597,-0.15649275,0.13486022,0.025445,0.22893251,-0.17969655,0.2475557,0.183169,0.0106406165,0.07385049,-0.35389575,0.15919465,0.20202681,0.2146189,-0.312318,-0.1938868,-0.31300607,0.41120455,-0.033498757,-0.00071133993,0.10916733,0.053742584,0.20990768,0.11237202,-0.12592484,-0.08840405,0.12962367,0.021290796,-0.57853025,-0.2734055,0.13595991,0.19439708,0.2144732,0.2466328,-0.04205893,-0.12856391,-0.11252311,0.32390445,-0.12489076,-0.118004374,-0.29980862,0.14678854,-0.11989967,-0.16428062,-0.38194925,0.18880594,0.1354421,0.15449278,-0.15204231,0.2606538,-0.039452218,0.082830384,0.48041752,0.45793262,0.208675,0.036336962,0.05541908,0.016601473,-0.37455925,-0.16957222,0.020860903,-0.19962735,0.031324133,0.15427111
RSM2857,0.4347858,-0.16732161,0.09529718,0.070432656,0.20404585,-0.15727001,0.194089,0.12434362,-0.09527662,0.0329681,-0.33088076,0.05882634,0.15790829,0.18300992,-0.17255436,-0.25852337,-0.2358047,0.4096152,0.024389554,0.039106198,0.034614667,0.11407661,0.094790846,0.07802593,-0.04037785,-0.06632907,0.11177564,0.039105345,-0.56856245,-0.19128564,0.11585849,0.121418215,0.27552333,0.25373444,0.1135749,-0.07354698,-0.025996389,0.3454552,-0.07013601,-0.18599792,-0.37246898,0.14142357,-0.15094002,0.004053834,-0.27108008,0.14113624,0.059248347,0.07203181,-0.07554041,0.25261515,-0.15543327,0.13163511,0.4031072,0.2826566,0.14655045,0.046119615,0.12379058,0.1841555,-0.10434344,-0.19054313,0.033971094,-0.1158902,-0.0020720528,0.15701327
RSM2858,0.563694,-0.06110966,-0.18010944,0.23715006,-0.058675576,-0.31365988,-0.13232106,0.080414124,-0.21883683,-0.020585591,-0.35429102,-0.020295419,0.2538008,0.39285627,-0.19969617,-0.1905762,0.018909361,0.2591292,-0.009460898,0.16272053,-0.029043296,0.097106524,0.31177497,0.2508269,-0.3131697,-0.094370306,0.20642939,-0.016065666,-0.45619327,-0.4448405,-0.08834992,0.078602806,0.36660895,0.2909694,0.24668916,0.021870315,0.05873845,0.37590438,0.017748501,-0.34946558,-0.16439553,-0.13246544,0.097526796,-0.14066601,-0.083163604,0.16560993,0.11913166,-0.020302257,0.040185258,0.2936028,-0.04223851,0.13650358,0.3282855,0.21705328,-0.027759686,-0.20895009,0.10471449,0.113221094,-0.05625941,-0.3579241,-0.071200565,0.19404422,0.14988278,0.030895418
RSM2861,0.41257137,-0.07437632,0.0141088655,0.10860233,0.09376485,-0.17993028,0.03448049,0.1548558,-0.096733086,0.008413982,-0.3271887,0.003982821,0.17854948,0.34014788,-0.22627634,-0.25668156,-0.060891952,0.31217265,-0.018038535,0.020489259,0.056320608,0.07067403,0.20587108,0.03876198,-0.112494305,-0.10720005,0.13116491,0.0052212644,-0.4035839,-0.2232518,0.059909586,0.14758089,0.303646,0.2731324,0.13568893,-0.010898814,-0.0026914838,0.29674846,-0.0768692,-0.123957925,-0.24649934,0.03732732,-0.091730736,-0.06366386,-0.17254926,0.05124858,0.12428357,0.05883065,-0.016160157,0.24707356,-0.06578206,0.10817133,0.35418049,0.23668578,0.1334793,-0.08891014,0.14905992,0.08050598,-0.13736351,-0.20582612,0.049889594,-0.07304615,0.017500622,0.14911495
RSM2862,0.52317125,-0.10282327,-0.1634918,0.12792785,-0.062472492,-0.22977759,-0.0756324,0.054751426,-0.28915858,-0.06502513,-0.42336866,-0.05578031,0.42855027,0.38553768,-0.24372567,-0.32149747,-0.041644905,0.29414487,0.042272322,0.21924989,-0.068093546,0.12659054,0.20427571,0.30454263,-0.19138484,-0.037142977,0.23185687,0.06027137,-0.6344111,-0.33595148,-0.095856555,0.09879145,0.6151356,0.28588617,0.29231304,0.040427938,-0.0022486656,0.2697071,-0.07675351,-0.3659167,-0.16955975,-0.039700907,0.030508807,0.0069611655,-0.21814893,0.20425723,0.14400657,0.048675787,0.0014801468,0.29483697,-0.08852381,0.12227435,0.39372227,0.24069081,-0.031000812,-0.31258658,0.15283528,0.12879589,-0.14611018,-0.27461752,-0.025483966,0.15625805,0.09831949,0.082159966
