type,CellV [A^3],Di,Df,Dif,density [g/cm^3],total_SA_volumetric,total_SA_gravimetric,total_POV_volumetric,total_POV_gravimetric,H fraction,He fraction,Li fraction,Be fraction,B fraction,C fraction,N fraction,O fraction,F fraction,Ne fraction,Na fraction,Mg fraction,Al fraction,Si fraction,P fraction,S fraction,Cl fraction,Ar fraction,K fraction,Ca fraction,Sc fraction,Ti fraction,V fraction,Cr fraction,Mn fraction,Fe fraction,Co fraction,Ni fraction,Cu fraction,Zn fraction,Ga fraction,Ge fraction,As fraction,Se fraction,Br fraction,Kr fraction,Rb fraction,Sr fraction,Y fraction,Zr fraction,Nb fraction,Mo fraction,Tc fraction,Ru fraction,Rh fraction,Pd fraction,Ag fraction,Cd fraction,In fraction,Sn fraction,Sb fraction,Te fraction,I fraction,Xe fraction,Cs fraction,Ba fraction,La fraction,Ce fraction,Pr fraction,Nd fraction,Pm fraction,Sm fraction,Eu fraction,Gd fraction,Tb fraction,Dy fraction,Ho fraction,Er fraction,Tm fraction,Yb fraction,Lu fraction,Hf fraction,Ta fraction,W fraction,Re fraction,Os fraction,Ir fraction,Pt fraction,Au fraction,Hg fraction,Tl fraction,Pb fraction,Bi fraction,Po fraction,At fraction,Rn fraction,Fr fraction,Ra fraction,Ac fraction,Th fraction,Pa fraction,U fraction,Np fraction,Pu fraction,Am fraction,Cm fraction,Bk fraction,Cf fraction,Es fraction,Fm fraction,Md fraction,No fraction,Lr fraction,mean AtomicWeight,mean Column,mean Row,range Number,mean Number,range AtomicRadius,mean AtomicRadius,range Electronegativity,mean Electronegativity,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons
RSM3293,9942.11,4.46757,3.79797,4.46575,1.34004,1011.72,754.9923883,0.30824,0.230023,0.2461538461538461,0.0,0.0,0.0,0.0,0.4,0.2153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0615384615384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0615384615384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0153846153846153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.42927753846154,10.830769230769231,1.984615384615385,41.0,7.569230769230769,1.2,0.6484615384615384,1.14,2.525230769230769,1.676923076923077,1.6923076923076923,0.6923076923076923,0.0,0.4128787878787879,0.4166666666666667,0.1704545454545454,0.0
RSM1028,2594.87,5.8077,3.86323,5.63808,1.72243,1100.8,639.0970896,0.37618,0.2184,0.16,0.0,0.0,0.0,0.0,0.32,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9155544,11.76,2.4,73.0,12.48,1.1,0.77,1.14,2.5112,1.72,1.88,1.36,0.56,0.3115942028985507,0.3405797101449275,0.2463768115942029,0.1014492753623188
RSM2547,2300.88,4.49028,2.59719,4.45508,1.66957,145.583,87.19790126,0.09242,0.0553555,0.2978723404255319,0.0,0.0,0.0,0.0,0.5106382978723404,0.0425531914893617,0.1276595744680851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0212765957446808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.305143829787234,10.191489361702128,1.7872340425531914,62.0,6.0212765957446805,1.6,0.575531914893617,2.255,2.5511702127659577,1.702127659574468,1.6595744680851063,0.0,0.1489361702127659,0.4848484848484848,0.4727272727272727,0.0,0.0424242424242424
RSM0656,1256.91,4.42814,3.33271,4.3665,1.44273,191.38,132.651293,0.13796,0.0956243,0.1794871794871795,0.0,0.0,0.0,0.0,0.4615384615384615,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0512820512820512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.00002512820513,12.17948717948718,1.9230769230769231,29.0,6.948717948717949,1.1,0.6217948717948718,1.79,2.714871794871794,1.8205128205128205,2.1538461538461537,0.5128205128205128,0.0,0.4057142857142857,0.48,0.1142857142857142,0.0
RSM2853,2782.18,5.28786,3.80654,5.2803,1.47108,494.214,335.9531773,0.1788,0.121543,0.2830188679245283,0.0,0.0,0.0,0.0,0.4716981132075472,0.0566037735849056,0.1509433962264151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0377358490566037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.625696226415092,10.60377358490566,1.7924528301886793,29.0,5.849056603773585,1.1,0.5792452830188679,1.79,2.579056603773585,1.7169811320754718,1.7169811320754718,0.3773584905660377,0.0,0.4504950495049505,0.4504950495049505,0.099009900990099,0.0
RSM0094,701.48,4.66467,3.81788,4.64797,2.25323,494.259,219.3557693,0.24438,0.108458,0.0476190476190476,0.0,0.0,0.0,0.0,0.4285714285714285,0.0476190476190476,0.3809523809523809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0952380952380952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.663244761904764,14.0,2.238095238095238,47.0,10.571428571428571,1.3,0.7190476190476192,1.75,2.813809523809524,1.9523809523809523,2.523809523809524,0.9523809523809524,0.0,0.3596491228070175,0.4649122807017543,0.175438596491228,0.0
RSM3580,3867.12,4.49501,3.222,4.48771,1.83269,267.269,145.8342655,0.17252,0.0941348,0.358974358974359,0.0,0.0,0.0,0.0,0.4615384615384615,0.0,0.1538461538461538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0256410256410256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.679491282051284,9.64102564102564,1.7435897435897436,81.0,6.461538461538462,1.55,0.5512820512820513,1.2399999999999998,2.555641025641026,1.641025641025641,1.5897435897435896,0.2564102564102564,0.358974358974359,0.4266666666666666,0.4133333333333333,0.0666666666666666,0.0933333333333333
RSM3819,5436.15,5.38558,2.57789,5.38558,1.34985,365.528,270.7915694,0.18516,0.137171,0.2386363636363636,0.0,0.0,0.0,0.0,0.4772727272727273,0.0681818181818181,0.1704545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0113636363636363,0.0,0.0,0.034090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.553642443181817,11.181818181818182,1.8522727272727275,29.0,6.2727272727272725,1.1,0.6017045454545454,1.79,2.6132954545454545,1.7613636363636365,1.8409090909090908,0.4204545454545454,0.0,0.4378531073446328,0.4576271186440678,0.1045197740112994,0.0
RSM3847,29566.9,15.75075,11.00764,15.73754,0.361001,1752.28,4853.947773,0.77234,2.13944,0.348314606741573,0.0,0.0,0.0,0.0,0.5842696629213483,0.0449438202247191,0.0,0.0,0.0,0.0,0.0,0.0,0.0112359550561797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0112359550561797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.027649887640449,9.48314606741573,1.6853932584269662,28.0,4.651685393258427,1.1,0.5528089887640449,1.14,2.435505617977528,1.6404494382022472,1.3258426966292134,0.1123595505617977,0.0,0.5328467153284672,0.4306569343065693,0.0364963503649635,0.0
RSM4074,7295.91,6.75392,4.07419,6.69614,0.89776,1366.46,1522.07717,0.37842,0.421516,0.3619047619047619,0.0,0.0,0.0,0.0,0.5333333333333333,0.0380952380952381,0.0380952380952381,0.0,0.0,0.0,0.0,0.0,0.0095238095238095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019047619047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.39145542857143,9.352380952380951,1.6857142857142855,28.0,4.819047619047619,1.1,0.5476190476190477,1.54,2.457333333333333,1.619047619047619,1.3523809523809525,0.1904761904761904,0.0,0.5120481927710844,0.427710843373494,0.0602409638554216,0.0
RSM2971,4803.89,7.7679,4.64075,7.76059,0.97417,1857.55,1906.802714,0.51752,0.531242,0.2432432432432432,0.0,0.0,0.0,0.0,0.5675675675675675,0.0,0.1621621621621621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027027027027027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.69469081081081,11.108108108108109,1.837837837837838,47.0,6.243243243243243,1.3,0.5972972972972973,1.75,2.5859459459459457,1.7567567567567568,1.7837837837837838,0.2702702702702703,0.0,0.4609929078014184,0.4680851063829787,0.0709219858156028,0.0
RSM0893,2111.32,5.74302,5.27684,5.74302,1.21834,2006.44,1646.863765,0.5526,0.453568,0.1739130434782608,0.0,0.0,0.0,0.0,0.3478260869565217,0.0,0.3478260869565217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0434782608695652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0869565217391304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.83780695652174,12.26086956521739,2.0434782608695654,28.0,8.26086956521739,1.1,0.6565217391304349,1.54,2.743478260869565,1.7391304347826086,2.260869565217391,0.8695652173913043,0.0,0.3571428571428571,0.4642857142857142,0.1785714285714285,0.0
RSM1107,3114.43,9.08968,8.29526,9.08968,0.720728,2180.15,3024.927573,0.67016,0.929838,0.2307692307692307,0.0,0.0,0.0,0.0,0.4615384615384615,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0576923076923076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.99767846153846,11.153846153846152,1.8846153846153848,25.0,6.5,1.15,0.6115384615384615,1.61,2.650192307692308,1.7692307692307692,1.9230769230769231,0.3461538461538461,0.0,0.4380952380952381,0.4761904761904762,0.0857142857142857,0.0
RSM2856,10645.9,5.17179,3.98335,5.17179,1.18882,649.422,546.274457,0.21394,0.179961,0.4528301886792453,0.0,0.0,0.0,0.0,0.4528301886792453,0.0754716981132075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0188679245283018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.987591698113206,8.132075471698114,1.6037735849056605,46.0,4.584905660377358,1.35,0.5094339622641509,1.11,2.416792452830189,1.528301886792453,1.1320754716981132,0.1886792452830188,0.0,0.5364238410596027,0.3973509933774834,0.0662251655629139,0.0
RSM2666,3039.05,6.29773,3.71971,6.29293,1.09675,936.198,853.6111238,0.32494,0.296276,0.3061224489795918,0.0,0.0,0.0,0.0,0.5,0.0918367346938775,0.0816326530612244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0204081632653061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.240591836734694,10.23469387755102,1.7346938775510203,29.0,5.214285714285714,1.1,0.5627551020408164,1.79,2.5421428571428573,1.6938775510204085,1.6020408163265305,0.2040816326530612,0.0,0.4839650145772595,0.4577259475218658,0.0583090379008746,0.0
RSM3706,4048.59,4.46512,3.23821,4.458,1.46407,129.985,88.7833232,0.0769,0.052525,0.3253012048192771,0.0,0.0,0.0,0.0,0.4096385542168674,0.072289156626506,0.0963855421686747,0.072289156626506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0240963855421686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.75137348433735,10.204819277108436,1.7228915662650603,29.0,5.433734939759036,1.1,0.5415662650602409,2.33,2.6390361445783133,1.6746987951807228,1.783132530120482,0.2409638554216867,0.0,0.4527687296416938,0.4820846905537459,0.0651465798045602,0.0
RSM1304,1887.09,5.11712,3.55603,5.11324,2.35598,292.988,124.35929,0.14326,0.060807,0.3103448275862069,0.0,0.0,0.0,0.0,0.4482758620689655,0.0689655172413793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0862068965517241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0862068965517241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.08103913793104,10.03448275862069,2.1206896551724137,52.0,10.551724137931034,1.15,0.6732758620689656,1.14,2.4286206896551725,1.603448275862069,1.5344827586206895,1.7241379310344829,0.0,0.3297872340425532,0.3156028368794326,0.3546099290780142,0.0
RSM2735,2407.75,4.11202,2.70664,4.10571,1.72145,10.9966,6.387986872,0.0143,0.00830693,0.297029702970297,0.0,0.0,0.0,0.0,0.495049504950495,0.0396039603960396,0.1386138613861386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0297029702970297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.356679207920791,10.396039603960396,1.792079207920792,47.0,6.079207920792079,1.3,0.5757425742574257,1.75,2.563267326732673,1.702970297029703,1.6633663366336633,0.297029702970297,0.0,0.4648648648648648,0.454054054054054,0.081081081081081,0.0
RSM3618,3935.02,5.3891,3.9099,5.3891,1.74433,328.174,188.1375657,0.106,0.0607684,0.375,0.0,0.0,0.0,0.0,0.3375,0.0375,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.917343575,9.3,1.7625,62.0,6.3,1.6,0.5506249999999999,2.255,2.556375,1.625,1.65,0.0,0.175,0.4710144927536231,0.4782608695652173,0.0,0.0507246376811594
RSM1837,2098.12,5.2733,3.44165,5.13632,1.92322,326.887,169.9685943,0.15726,0.0817689,0.2222222222222222,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0277777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0277777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.875186666666664,11.333333333333334,1.9444444444444444,81.0,7.944444444444445,1.55,0.6333333333333333,2.44,2.6702777777777778,1.7777777777777777,2.055555555555556,0.2777777777777778,0.3888888888888889,0.3950617283950617,0.4567901234567901,0.0617283950617284,0.0864197530864197
RSM1269,1588.51,4.56325,3.36486,4.5467,1.59158,327.889,206.0147778,0.18698,0.11748,0.247787610619469,0.0,0.0,0.0,0.0,0.3893805309734513,0.1592920353982301,0.1415929203539823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0619469026548672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.473133805309732,11.097345132743364,1.8761061946902653,29.0,6.690265486725664,1.1,0.6066371681415929,1.79,2.6115929203539823,1.752212389380531,1.823008849557522,0.6194690265486725,0.0,0.4177215189873418,0.4345991561181435,0.1476793248945147,0.0
