type,mc_CRY-chi-0-all,mc_CRY-chi-1-all,mc_CRY-chi-2-all,mc_CRY-chi-3-all,mc_CRY-Z-0-all,mc_CRY-Z-1-all,mc_CRY-Z-2-all,mc_CRY-Z-3-all,mc_CRY-I-0-all,mc_CRY-I-1-all,mc_CRY-I-2-all,mc_CRY-I-3-all,mc_CRY-T-0-all,mc_CRY-T-1-all,mc_CRY-T-2-all,mc_CRY-T-3-all,mc_CRY-S-0-all,mc_CRY-S-1-all,mc_CRY-S-2-all,mc_CRY-S-3-all,D_mc_CRY-chi-0-all,D_mc_CRY-chi-1-all,D_mc_CRY-chi-2-all,D_mc_CRY-chi-3-all,D_mc_CRY-Z-0-all,D_mc_CRY-Z-1-all,D_mc_CRY-Z-2-all,D_mc_CRY-Z-3-all,D_mc_CRY-I-0-all,D_mc_CRY-I-1-all,D_mc_CRY-I-2-all,D_mc_CRY-I-3-all,D_mc_CRY-T-0-all,D_mc_CRY-T-1-all,D_mc_CRY-T-2-all,D_mc_CRY-T-3-all,D_mc_CRY-S-0-all,D_mc_CRY-S-1-all,D_mc_CRY-S-2-all,D_mc_CRY-S-3-all,f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-2,f-lig-Z-3,f-lig-I-0,f-lig-I-1,f-lig-I-2,f-lig-I-3,f-lig-T-0,f-lig-T-1,f-lig-T-2,f-lig-T-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,f-lig-S-3,lc-chi-0-all,lc-chi-1-all,lc-chi-2-all,lc-chi-3-all,lc-Z-0-all,lc-Z-1-all,lc-Z-2-all,lc-Z-3-all,lc-I-0-all,lc-I-1-all,lc-I-2-all,lc-I-3-all,lc-T-0-all,lc-T-1-all,lc-T-2-all,lc-T-3-all,lc-S-0-all,lc-S-1-all,lc-S-2-all,lc-S-3-all,lc-alpha-0-all,lc-alpha-1-all,lc-alpha-2-all,lc-alpha-3-all,D_lc-chi-0-all,D_lc-chi-1-all,D_lc-chi-2-all,D_lc-chi-3-all,D_lc-Z-0-all,D_lc-Z-1-all,D_lc-Z-2-all,D_lc-Z-3-all,D_lc-I-0-all,D_lc-I-1-all,D_lc-I-2-all,D_lc-I-3-all,D_lc-T-0-all,D_lc-T-1-all,D_lc-T-2-all,D_lc-T-3-all,D_lc-S-0-all,D_lc-S-1-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-alpha-0-all,D_lc-alpha-1-all,D_lc-alpha-2-all,D_lc-alpha-3-all,func-chi-0-all,func-chi-1-all,func-chi-2-all,func-chi-3-all,func-Z-0-all,func-Z-1-all,func-Z-2-all,func-Z-3-all,func-I-0-all,func-I-1-all,func-I-2-all,func-I-3-all,func-T-0-all,func-T-1-all,func-T-2-all,func-T-3-all,func-S-0-all,func-S-1-all,func-S-2-all,func-S-3-all,func-alpha-0-all,func-alpha-1-all,func-alpha-2-all,func-alpha-3-all,D_func-chi-0-all,D_func-chi-1-all,D_func-chi-2-all,D_func-chi-3-all,D_func-Z-0-all,D_func-Z-1-all,D_func-Z-2-all,D_func-Z-3-all,D_func-I-0-all,D_func-I-1-all,D_func-I-2-all,D_func-I-3-all,D_func-T-0-all,D_func-T-1-all,D_func-T-2-all,D_func-T-3-all,D_func-S-0-all,D_func-S-1-all,D_func-S-2-all,D_func-S-3-all,D_func-alpha-0-all,D_func-alpha-1-all,D_func-alpha-2-all,D_func-alpha-3-all
RSM4017,1.44,26.144,21.888,56.368,3969.0,3192.0,21441.0,6888.0,1,6.333333333,10.33333333,14.0,40.33333333,156.6666667,260.3333333,224.3333333,2.8224,7.7672,18.8832,17.2592,0,-14.18666667,-5.84,-30.17333333,0,348.3333333,310.6666667,772.6666667,0,0,0,0,0,15.66666667,24.66666667,53.66666667,0,6.016666667,6.12,13.24666667,617.5452,1309.9408,2263.6224,2690.788,3598.0,8284.0,10800.0,11240.0,90.0,196.0,328.0,416.0,524.0,1332.0,1992.0,2312.0,42.4534,105.0972,162.8472,188.8928,11.8336,8.8752,32.4392,17.544,64.0,128.0,176.0,96.0,1,1.0,3.0,2.0,1.0,4.0,5.0,6.0,0.5329,0.7446,1.6279,1.1242,28.09,102.82,116.07,119.78,0,0.86,0.89,1.78,0,-8.0,2.0,4.0,0,0,0,0,0,-3.0,-2.0,-4.0,0,-0.29,-0.04,-0.08,0,-14.1,-6.0,-12.0,9.8913,17.45075,27.2611,25.9955,108.25,205.875,178.0,149.5,1.0,2.125,3.0,3.5,6.125,12.125,16.0,19.75,0.667175,1.4505375,1.78415,1.85975,121.825,229.3025,251.265,313.42,0,0.1425,0.95,2.005,0,5.75,7.0,18.5,0,0,0,0,0,1.0,-1.0,0.25,0,0.1725,0.085,0.58,0,3.9625,-2.85,3.05
RSM2374,3.6481,31.324,35.2968,90.8396,784.0,1064.0,3192.0,2044.0,1,5.0,8.0,18.0,25.0,80.0,155.0,145.0,1.4641,4.4649,9.0508,12.1726,0,-6.85,-3.2,-13.18,0,102.0,110.0,431.0,0,0,0,0,0,9.0,9.0,61.0,0,2.36,2.2,11.72,36.79295,56.61,62.2097,15.504,161.0,234.0,161.0,84.0,5.0,8.0,9.0,2.0,17.0,28.0,14.0,4.0,2.2049,3.7268,2.9389,1.155,10.5376,8.262,15.9728,3.876,56.5,45.0,36.5,21.0,1,1.0,2.0,0.5,1.0,3.0,2.5,1.0,0.5477,0.5698,0.6864,0.28875,41.425,71.755,63.155,41.81,0,0.69,1.86,0.245,0,1.5,10.5,0.5,0,0,0,0,0,-2.0,-0.5,-0.5,0,-0.03,0.54,-0.01,0,-4.95,1.2,-1.95,4.6208,7.752,9.2416,0.0,24.5,42.0,49.0,0.0,0.5,1.0,1.0,0.0,2.0,4.0,2.0,0.0,0.28125,0.5775,0.5625,0.0,27.38,83.62,54.76,0.0,0,0.49,0.0,0.0,0,1.0,0.0,0.0,0,0,0,0,0,0.0,1.0,0.0,0,-0.02,0.0,0.0,0,-3.9,0.0,0.0
RSM0661,2.41,29.493,27.9285,59.3825,2533.0,2876.0,3812.5,4532.0,1,7.0,7.0,15.0,58.0,154.0,169.0,278.0,2.3634,8.2692,8.868,16.4202,0,-13.09,-6.715,-19.055,0,331.0,238.5,635.0,0,0,0,0,0,39.0,22.5,70.0,0,5.97,4.735,12.51,94.5456,176.3891333,259.586,258.6672667,447.0,833.3333333,1142.0,1002.666667,12.33333333,24.66666667,35.33333333,36.66666667,60.0,139.3333333,174.6666667,147.3333333,5.885766667,12.7158,17.19686667,15.9682,10.16748333,13.53596333,21.2699,21.07504667,54.83333333,73.73333333,105.8,96.66666667,1,1.633333333,2.466666667,2.633333333,3.233333333,7.433333333,9.933333333,10.0,0.55178,0.93047,1.295633333,1.301003333,52.691,119.5103333,158.0593333,165.9066667,0,0.406666667,1.048666667,1.288333333,0,0.866666667,3.666666667,5.633333333,0,0,0,0,0,-0.866666667,-1.333333333,-0.966666667,0,-0.017333333,0.093333333,0.220666667,0,-3.02,-4.573333333,-2.996666667,3.512533333,4.542533333,6.018266667,5.788933333,18.83333333,24.33333333,32.66666667,31.33333333,0.333333333,0.5,0.666666667,0.666666667,0.833333333,1.833333333,2.666666667,2.833333333,0.182566667,0.281183333,0.375,0.377433333,13.80833333,28.235,42.53666667,44.39166667,0,0.148333333,0.311666667,0.378333333,0,0.333333333,0.666666667,0.833333333,0,0,0,0,0,-0.333333333,-0.666666667,-0.833333333,0,-0.006666667,-0.013333333,-0.016666667,0,-1.0,-2.3,-2.65
RSM0666,2.56145,31.6133,28.9087,62.43945,2665.0,2952.0,3974.5,4642.0,1,7.0,7.0,15.0,58.0,154.0,169.0,278.0,2.33,8.1954,8.7961,16.2998,0,-12.44,-6.39,-18.015,0,341.0,243.5,651.0,0,0,0,0,0,39.0,22.5,70.0,0,5.87,4.685,12.35,94.5456,176.3891333,259.586,258.6672667,447.0,833.3333333,1142.0,1002.666667,12.33333333,24.66666667,35.33333333,36.66666667,60.0,139.3333333,174.6666667,147.3333333,5.885766667,12.7158,17.19686667,15.9682,10.16748333,13.53596333,21.2699,21.07504667,54.83333333,73.73333333,105.8,96.66666667,1,1.633333333,2.466666667,2.633333333,3.233333333,7.433333333,9.933333333,10.0,0.55178,0.93047,1.295633333,1.301003333,52.691,119.5103333,158.0593333,165.9066667,0,0.406666667,1.048666667,1.288333333,0,0.866666667,3.666666667,5.633333333,0,0,0,0,0,-0.866666667,-1.333333333,-0.966666667,0,-0.017333333,0.093333333,0.220666667,0,-3.02,-4.573333333,-2.996666667,3.512533333,4.542533333,6.018266667,5.788933333,18.83333333,24.33333333,32.66666667,31.33333333,0.333333333,0.5,0.666666667,0.666666667,0.833333333,1.833333333,2.666666667,2.833333333,0.182566667,0.281183333,0.375,0.377433333,13.80833333,28.235,42.53666667,44.39166667,0,0.148333333,0.311666667,0.378333333,0,0.333333333,0.666666667,0.833333333,0,0,0,0,0,-0.333333333,-0.666666667,-0.833333333,0,-0.006666667,-0.013333333,-0.016666667,0,-1.0,-2.3,-2.65
RSM0651,2.525,31.124,28.681,61.734,2405.0,2800.0,3654.5,4422.0,1,7.0,7.0,15.0,58.0,154.0,169.0,278.0,2.3634,8.2692,8.868,16.4202,0,-12.59,-6.465,-18.255,0,321.0,233.5,619.0,0,0,0,0,0,39.0,22.5,70.0,0,5.97,4.735,12.51,94.5456,176.3891333,259.586,258.6672667,447.0,833.3333333,1142.0,1002.666667,12.33333333,24.66666667,35.33333333,36.66666667,60.0,139.3333333,174.6666667,147.3333333,5.885766667,12.7158,17.19686667,15.9682,10.16748333,13.53596333,21.2699,21.07504667,54.83333333,73.73333333,105.8,96.66666667,1,1.633333333,2.466666667,2.633333333,3.233333333,7.433333333,9.933333333,10.0,0.55178,0.93047,1.295633333,1.301003333,52.691,119.5103333,158.0593333,165.9066667,0,0.406666667,1.048666667,1.288333333,0,0.866666667,3.666666667,5.633333333,0,0,0,0,0,-0.866666667,-1.333333333,-0.966666667,0,-0.017333333,0.093333333,0.220666667,0,-3.02,-4.573333333,-2.996666667,3.512533333,4.542533333,6.018266667,5.788933333,18.83333333,24.33333333,32.66666667,31.33333333,0.333333333,0.5,0.666666667,0.666666667,0.833333333,1.833333333,2.666666667,2.833333333,0.182566667,0.281183333,0.375,0.377433333,13.80833333,28.235,42.53666667,44.39166667,0,0.148333333,0.311666667,0.378333333,0,0.333333333,0.666666667,0.833333333,0,0,0,0,0,-0.333333333,-0.666666667,-0.833333333,0,-0.006666667,-0.013333333,-0.016666667,0,-1.0,-2.3,-2.65
RSM0663,2.5492,31.4502,28.8327,62.2043,2598.5,2914.0,3893.0,4587.0,1,7.0,7.0,15.0,58.0,154.0,169.0,278.0,2.34665,8.2323,8.832,16.36,0,-12.49,-6.415,-18.095,0,336.0,241.0,643.0,0,0,0,0,0,39.0,22.5,70.0,0,5.92,4.71,12.43,94.5456,176.3891333,259.586,258.6672667,447.0,833.3333333,1142.0,1002.666667,12.33333333,24.66666667,35.33333333,36.66666667,60.0,139.3333333,174.6666667,147.3333333,5.885766667,12.7158,17.19686667,15.9682,10.16748333,13.53596333,21.2699,21.07504667,54.83333333,73.73333333,105.8,96.66666667,1,1.633333333,2.466666667,2.633333333,3.233333333,7.433333333,9.933333333,10.0,0.55178,0.93047,1.295633333,1.301003333,52.691,119.5103333,158.0593333,165.9066667,0,0.406666667,1.048666667,1.288333333,0,0.866666667,3.666666667,5.633333333,0,0,0,0,0,-0.866666667,-1.333333333,-0.966666667,0,-0.017333333,0.093333333,0.220666667,0,-3.02,-4.573333333,-2.996666667,3.512533333,4.542533333,6.018266667,5.788933333,18.83333333,24.33333333,32.66666667,31.33333333,0.333333333,0.5,0.666666667,0.666666667,0.833333333,1.833333333,2.666666667,2.833333333,0.182566667,0.281183333,0.375,0.377433333,13.80833333,28.235,42.53666667,44.39166667,0,0.148333333,0.311666667,0.378333333,0,0.333333333,0.666666667,0.833333333,0,0,0,0,0,-0.333333333,-0.666666667,-0.833333333,0,-0.006666667,-0.013333333,-0.016666667,0,-1.0,-2.3,-2.65
RSM1738,3.61,26.144,19.38,45.524,841.0,928.0,696.0,1624.0,1,4.0,4.0,8.0,16.0,32.0,48.0,80.0,1.9044,4.0296,4.2504,8.28,0,-6.16,-2.6,-8.76,0,84.0,92.0,176.0,0,0,0,0,0,8.0,4.0,12.0,0,2.6,2.44,5.04,312.1338,616.692,953.6108,1159.159,1458.0,2904.0,4256.0,4492.0,44.0,92.0,140.0,178.0,232.0,568.0,788.0,834.0,21.0476,47.894,69.7132,80.5506,11.8336,8.772,20.6056,17.544,64.0,48.0,112.0,96.0,1,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2.0,2.0,4.0,0,0,0,0,0,-2.0,-2.0,-4.0,0,-0.04,-0.04,-0.08,0,-6.0,-6.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
RSM2134,2.7225,27.72,25.245,55.209,900.0,1170.0,1080.0,2100.0,1,5.0,6.0,12.0,25.0,55.0,90.0,140.0,1.7161,4.8077,6.0522,10.8468,0,-8.55,-5.4,-13.66,0,111.0,144.0,290.0,0,0,0,0,0,14.0,12.0,32.0,0,2.88,3.24,7.44,174.2530667,357.153,551.2309333,660.447,734.6666667,1536.0,2157.333333,2126.0,26.0,54.0,82.66666667,102.6666667,136.6666667,334.0,456.0,466.6666667,11.24313333,26.39046667,37.7864,41.1124,10.9696,11.016,23.36373333,18.73866667,59.0,60.0,107.3333333,82.66666667,1,1.333333333,2.666666667,2.333333333,2.0,6.0,8.0,7.333333333,0.542766667,0.759733333,1.3,1.126966667,36.98,95.67333333,136.6,129.9266667,0,0.92,1.48,1.91,0,2.0,6.0,7.0,0,0,0,0,0,-2.0,-1.333333333,-2.333333333,0,-0.04,0.213333333,0.193333333,0,-6.6,-4.666666667,-7.366666667,7.889066667,11.696,23.392,43.57333333,42.66666667,64.0,128.0,149.3333333,0.666666667,1.333333333,2.666666667,5.333333333,2.666666667,8.0,16.0,21.33333333,0.355266667,0.749466667,1.498933333,2.2192,18.72666667,79.85333333,159.7066667,223.3066667,0,1.186666667,2.373333333,5.68,0,2.666666667,5.333333333,24.0,0,0,0,0,0,-1.333333333,-2.666666667,0.0,0,-0.053333333,-0.106666667,0.853333333,0,-8.0,-16.0,-13.86666667
RSM3388,3.61,23.104,38.76,72.2,841.0,812.0,1392.0,1624.0,1,4.0,8.0,16.0,16.0,48.0,96.0,128.0,1.9044,4.14,8.5008,12.5856,0,-4.56,-5.2,-7.6,0,88.0,184.0,408.0,0,0,0,0,0,4.0,8.0,32.0,0,2.52,4.88,12.96,219.4286,463.567,733.7884,896.2372,842.0,1828.0,2452.0,2518.0,34.0,70.0,112.0,142.0,182.0,448.0,596.0,602.0,13.533,32.4798,46.6632,51.479,9.2416,15.504,28.88,22.192,49.0,84.0,98.0,91.0,1,2.0,4.0,3.0,4.0,12.0,16.0,14.0,0.5625,1.155,1.71,1.4325,54.76,167.24,233.84,200.54,0,0.98,2.66,1.82,0,2.0,14.0,8.0,0,0,0,0,0,-2.0,0.0,-1.0,0,-0.04,0.72,0.34,0,-7.8,-2.0,-4.9,10.5376,15.482,29.2836,36.0028,56.5,69.5,129.0,149.5,1.0,2.0,3.5,4.5,5.0,13.5,18.0,22.0,0.5477,0.9973,1.68355,2.11445,41.425,130.215,186.085,246.06,0,1.355,1.775,3.285,0,5.0,8.0,13.5,0,0,0,0,0,-0.5,0.5,-1.5,0,0.15,0.34,0.48,0,-5.45,-4.0,-9.6
RSM0258,1.21,22.704,18.04,37.994,3249.0,2736.0,5301.0,3648.0,1,6.0,7.0,12.0,36.0,90.0,156.0,150.0,2.8561,7.4022,10.6639,12.506,0,-14.04,-8.7,-21.34,0,294.0,306.0,620.0,0,0,0,0,0,21.0,16.0,47.0,0,5.76,5.52,12.88,104.538,176.154,290.3874,286.6468,468.0,768.0,1020.0,832.0,13.0,24.0,38.0,36.0,62.0,136.0,136.0,112.0,5.5837,11.396,15.0502,13.2356,11.8336,10.5264,26.04768,31.04256,64.0,57.6,115.2,115.2,1,1.2,2.8,3.2,1.6,5.6,8.0,4.8,0.5329,0.67452,1.31692,1.2848,28.09,71.868,113.42,83.104,0,1.068,2.06,1.984,0,2.4,8.0,11.2,0,0,0,0,0,-2.4,-2.0,0.0,0,-0.048,0.24,0.576,0,-7.2,-6.56,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
RSM4305,2.8561,28.3244,37.353225,63.12995,2304.0,1860.0,3540.0,5040.0,1,5.25,8.5,13.75,28.75,78.5,145.0,207.5,2.1904,5.7683,10.1602,15.4105,0,-7.8875,-7.7375,-14.1175,0,213.25,334.25,555.0,0,0,0,0,0,14.5,20.25,35.25,0,3.8725,5.715,9.9375,220.04065,471.4142,784.5261,982.2734,883.0,1964.0,2955.0,3170.0,33.5,71.0,120.0,154.0,191.0,489.0,738.0,821.0,13.90535,33.9963,52.4936,61.9384,10.5376,12.537,24.1952381,27.94991905,56.5,67.875,126.2916667,135.5833333,1,1.5,2.732142857,3.386904762,2.5,6.964285714,11.42857143,14.45833333,0.5477,0.854532143,1.495044643,1.771647024,41.425,105.8346429,168.847381,210.1044048,0,0.80375,1.140833333,2.195833333,0,1.732142857,3.083333333,6.976190476,0,0,0,0,0,-1.732142857,-2.5,-4.642857143,0,-0.034642857,0.015714286,0.119404762,0,-5.855357143,-7.054761905,-10.8875,7.5792,10.06913333,20.31086667,19.51213333,40.5,54.58333333,97.41666667,85.20833333,0.75,1.25,2.416666667,2.458333333,2.25,6.583333333,10.08333333,10.25,0.414475,0.716775,1.248125,1.2057625,34.4025,96.1875,146.87,149.3741667,0,0.671666667,1.0625,1.595,0,1.416666667,4.0,6.25,0,0,0,0,0,-1.416666667,-1.333333333,-2.083333333,0,-0.028333333,0.128333333,0.208333333,0,-5.075,-4.191666667,-5.491666667
RSM3053,2.8561,25.83822222,20.42271111,49.85875556,2304.0,1706.666667,2304.0,3306.666667,1,4.444444444,4.888888889,9.777777778,20.0,42.22222222,71.11111111,113.3333333,2.1904,4.801777778,6.0384,10.84017778,0,-7.777777778,-3.822222222,-12.97777778,0,177.7777778,186.6666667,400.4444444,0,0,0,0,0,10.66666667,6.666666667,19.55555556,0,3.333333333,3.155555556,7.146666667,198.7889,384.86925,608.8999,736.32525,877.25,1699.5,2504.5,2653.5,27.75,56.5,88.5,110.0,145.0,352.5,484.0,524.0,12.330575,27.99765,40.84285,47.2491,11.8336,8.772,20.2616,23.22,64.0,48.0,110.0,102.0,1,1.0,2.0,2.75,1.0,3.0,4.75,7.25,0.5329,0.5621,1.09865,1.326775,28.09,59.89,90.7625,137.6675,0,0.89,0.99,2.71,0,2.0,2.25,9.25,0,0,0,0,0,-2.0,-2.75,-4.5,0,-0.04,-0.045,0.19,0,-6.0,-6.525,-11.4,10.2136,17.4255,34.4381,34.3665,54.625,83.625,142.25,130.5,1.0,2.25,4.25,4.5,6.0,17.25,21.75,21.75,0.5514,1.1811,1.9686,2.01615,44.75875,160.37625,226.60625,251.7,0,1.38375,2.1675,3.46125,0,4.5,10.875,15.375,0,0,0,0,0,-0.5,2.5,0.75,0,0.0975,0.5325,0.63,0,-7.0125,-2.7375,-7.95
RSM0363,3.2841,15.986,18.36293333,17.794,1681.0,726.0,838.6666667,3366.666667,1,3.333333333,4.0,5.333333333,14.66666667,33.33333333,45.33333333,64.0,1.7363,3.399133333,4.134133333,6.857333333,0,-3.806666667,-4.146666667,-2.2,0,90.66666667,104.0,57.33333333,0,0,0,0,0,7.333333333,9.333333333,10.66666667,0,1.96,2.36,2.186666667,37.04092,66.1674,81.244,91.7624,161.2,283.2,280.0,257.6,5.6,10.0,12.8,15.2,22.8,53.2,70.4,72.0,2.55416,4.89412,5.58144,5.79432,8.14596,9.3024,5.776,4.2256,43.8,50.4,19.6,11.2,1,1.2,0.8,0.6,1.6,3.2,3.2,2.0,0.57466,0.693,0.342,0.2265,83.932,100.344,46.768,30.044,0,0.196,0.532,0.434,0,0.4,2.8,2.6,0,0,0,0,0,-0.4,0.0,0.2,0,-0.008,0.144,0.148,0,-1.56,-0.4,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
RSM3539,2.4025,29.326,24.5675,67.7505,625.0,1100.0,2000.0,2550.0,1,5.5,7.0,14.0,30.5,77.5,142.5,224.5,1.9321,5.58085,9.2157,14.4838,0,-10.395,-5.0,-22.01,0,93.5,95.0,248.0,0,0,0,0,0,16.5,12.5,35.5,0,3.63,3.1,9.04,125.0694,224.961,387.7704,481.079,480.0,840.0,1128.0,896.0,18.0,34.0,60.0,78.0,94.0,232.0,276.0,240.0,6.7842,14.9842,21.5836,22.499,11.8336,8.772,20.6056,23.908,64.0,48.0,112.0,64.0,1,1.0,2.0,3.0,1.0,3.0,5.0,6.0,0.5329,0.5621,1.095,1.1023,28.09,59.89,87.98,107.59,0,0.89,0.89,3.37,0,2.0,2.0,16.0,0,0,0,0,0,-2.0,-3.0,-3.0,0,-0.04,-0.04,0.68,0,-6.0,-6.0,-4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
RSM3097,2.7225,22.704,16.83,39.534,900.0,960.0,720.0,1680.0,1,4.0,4.0,8.0,16.0,32.0,48.0,72.0,1.7161,3.8252,4.0348,7.86,0,-7.16,-3.6,-10.76,0,88.0,96.0,184.0,0,0,0,0,0,8.0,4.0,14.0,0,2.32,2.16,4.48,381.9457,821.916,1336.4646,1750.038,1639.0,3636.0,5568.0,6288.0,58.0,126.0,204.0,276.0,330.0,846.0,1284.0,1524.0,25.7898,63.1554,97.8612,120.1956,11.8336,8.772,20.6056,17.544,64.0,48.0,112.0,96.0,1,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2.0,2.0,4.0,0,0,0,0,0,-2.0,-2.0,-4.0,0,-0.04,-0.04,-0.08,0,-6.0,-6.0,-12.0,10.8616,14.2035,30.3205,43.455,58.375,77.25,164.5,170.25,1.0,1.75,3.5,5.75,4.0,12.0,22.75,30.75,0.544,1.001,1.98375,2.626375,38.09125,131.50375,243.1325,337.9325,0,1.1075,1.65875,4.105,0,2.375,3.5,18.25,0,0,0,0,0,-1.25,-1.25,2.0,0,-0.0475,-0.07,0.76,0,-8.1375,-12.525,-9.75
RSM2703,1.69,29.81333333,15.6,74.42933333,5184.0,3840.0,21888.0,9600.0,1,6.666666667,6.666666667,17.33333333,45.33333333,117.3333333,232.0,274.6666667,2.25,7.3,12.08,19.14,0,-14.26666667,-3.333333333,-34.72,0,426.6666667,176.0,1114.666667,0,0,0,0,0,28.0,10.66666667,73.33333333,0,5.133333333,1.946666667,13.24,594.1813,1279.692,2071.5308,2761.184,2452.0,5472.0,8240.0,9632.0,93.0,200.0,324.0,448.0,524.0,1344.0,2036.0,2496.0,40.0677,98.3752,151.7028,190.9056,11.8336,8.772,20.6056,17.544,64.0,48.0,112.0,96.0,1,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2.0,2.0,4.0,0,0,0,0,0,-2.0,-2.0,-4.0,0,-0.04,-0.04,-0.08,0,-6.0,-6.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
RSM0438,2.8561,20.86586667,18.6745,35.61393333,2304.0,1376.0,1248.0,2368.0,1,3.666666667,4.333333333,7.333333333,13.66666667,29.66666667,48.0,72.0,2.1904,3.9812,4.938266667,8.1992,0,-6.15,-3.726666667,-8.68,0,147.3333333,182.0,302.6666667,0,0,0,0,0,5.666666667,3.0,8.0,0,2.736666667,3.076666667,5.313333333,126.0271,226.766,343.1344,395.5828,623.5,1112.0,1654.0,1660.0,15.5,31.0,45.0,52.0,76.0,179.0,229.0,222.0,7.71955,16.4555,23.1757,24.4344,11.3584,10.0062,22.25757333,28.36741333,61.25,54.6,120.9333333,136.9333333,1,1.183333333,2.366666667,3.083333333,1.55,4.65,7.833333333,7.633333333,0.538326667,0.670798333,1.320183333,1.561531667,32.9795,79.57083333,135.8216667,142.939,0,0.9065,1.160333333,1.4055,0,2.0,2.533333333,5.35,0,0,0,0,0,-2.0,-2.533333333,-1.616666667,0,-0.04,-0.050666667,0.159666667,0,-6.33,-8.26,-4.918333333,5.9168,8.17,8.772,16.34,32.0,28.0,48.0,56.0,0.5,1.0,1.0,2.0,2.0,4.0,6.0,8.0,0.26645,0.4161,0.5621,0.8322,14.045,41.87,59.89,83.74,0,1.065,0.89,2.13,0,4.5,2.0,9.0,0,0,0,0,0,0.0,-1.0,0.0,0,0.16,-0.04,0.32,0,-2.6,-6.0,-5.2
RSM3154,2.7225,22.704,20.79,63.7065,900.0,960.0,3240.0,2700.0,1,4.0,6.0,12.0,17.0,42.0,86.0,109.0,1.7161,3.8252,8.1744,11.6328,0,-7.16,-2.7,-18.81,0,88.0,72.0,270.0,0,0,0,0,0,7.0,4.0,21.0,0,2.32,1.62,6.84,202.4191,391.884,619.4556,759.268,931.0,1812.0,2712.0,2884.0,28.0,58.0,90.0,116.0,148.0,366.0,522.0,580.0,13.0492,29.7066,44.0074,51.4292,11.8336,8.772,20.6056,17.544,64.0,48.0,112.0,96.0,1,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2.0,2.0,4.0,0,0,0,0,0,-2.0,-2.0,-4.0,0,-0.04,-0.04,-0.08,0,-6.0,-6.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
