type,CellV [A^3],Di,Df,Dif,density [g/cm^3],total_SA_volumetric,total_SA_gravimetric,total_POV_volumetric,total_POV_gravimetric
RSM3860,5483.22,6.10947,3.84777,5.97895,1.18998,700.827,588.9401503,0.2628,0.2208446
RSM0572,1154.11,4.3954,2.86735,4.3954,1.55519,49.0838,31.56128833,0.079,0.0507976
RSM0248,930.395,4.48758,3.26596,4.47758,1.70185,414.788,243.7277081,0.25984,0.152681
RSM3547,4929.15,5.56779,4.25341,5.54313,1.05181,1324.27,1259.03918,0.34388,0.326942
RSM3789,9103.95,4.82657,2.72792,4.82657,1.20183,331.784,276.0656665,0.13078,0.108817
RSM4567,19842.0,8.84143,7.37068,8.64635,0.961303,1507.29,1567.965563,0.43974,0.457441
RSM2955,2529.04,4.27674,3.47607,4.14843,1.21704,86.0128,70.67376586,0.0801,0.0658154
RSM0264,916.905,5.74841,4.13919,5.74724,1.29056,1111.2,861.021572,0.39542,0.306395
RSM1802,13411.4,11.45503,9.77333,11.42335,0.404958,2026.72,5004.765926,0.8135,2.00885
RSM4529,36733.1,13.73802,11.42638,13.39901,0.433642,1972.87,4549.536253,0.7742,1.78534
RSM4085,7079.05,7.41561,4.13146,7.41561,0.925084,1393.73,1506.59832,0.40668,0.439614
RSM1270,1582.29,4.5587,3.32854,4.54868,1.59784,280.025,175.2522155,0.18086,0.11319
RSM1346,1594.92,4.51219,3.10979,4.50726,1.65182,104.665,63.36344154,0.08986,0.0544005
RSM1046,2300.11,6.57595,5.59779,6.5535,1.07267,1592.48,1484.594516,0.52776,0.492005
RSM1870,2035.77,4.37957,3.07357,4.35283,2.15418,162.252,75.31961117,0.12818,0.059503
RSM1862,1968.78,4.13092,3.16968,4.13092,1.74273,76.658,43.98730727,0.08536,0.0489805
RSM4485,26077.6,15.20269,12.48764,14.68508,0.499,1838.58,3684.529058,0.71924,1.44136
RSM2891,3587.05,4.10082,2.80662,4.0776,1.66102,51.8715,31.22870285,0.08618,0.0518839
RSM0501,1195.67,4.0404,2.74885,4.01351,1.66104,55.3221,33.30570004,0.13612,0.0819488
RSM2734,4104.05,8.67531,5.1775,8.67474,0.937633,1711.02,1824.829118,0.51094,0.544926
RSM4261,19189.0,12.36127,6.84234,12.36007,0.492653,2277.37,4622.665446,0.76108,1.54486
RSM4589,38208.0,11.39057,6.9563,11.36269,0.55889,2443.82,4372.631466,0.7001,1.25266
RSM0867,3780.29,6.34584,5.04991,6.34584,1.10902,1818.91,1640.105679,0.5127,0.4623
RSM4181,5570.37,4.43917,3.40706,4.39655,1.31985,48.609,36.82918513,0.03632,0.0275182
RSM3972,20455.9,16.80237,4.60613,8.84451,0.589197,1851.9887,3143.241904,0.6104,1.0359869
RSM2988,3375.21,5.59886,2.90872,5.57807,2.06644,415.405,201.0244672,0.19512,0.0944231
RSM1415,5698.15,6.64754,5.07389,6.16433,0.794522,2178.45,2741.83723,0.58006,0.730074
RSM1716,3616.54,7.45351,5.81909,7.11831,0.709523,2367.68,3337.002465,0.63866,0.900126
RSM4194,7189.88,5.27863,4.66019,5.2635,1.38078,612.3847,443.5063515,0.1973,0.142891
RSM1993,2742.85,5.84221,4.51142,5.77769,1.25506,1094.39,871.982216,0.36088,0.28754
RSM1108,3268.85,5.94415,4.22176,5.94415,1.20125,923.434,768.7275754,0.34,0.28304
RSM1471,1770.49,5.87516,3.79987,5.86816,1.26294,531.268,420.6597305,0.24744,0.1959231
RSM3157,5585.45,6.71193,5.19255,6.7113,1.00366,2158.91,2151.037204,0.56736,0.565289
RSM0471,1230.44,4.0348,2.77953,3.97256,1.77558,47.58,26.79687764,0.0906,0.0510255
RSM2068,2414.33,8.4295,7.42103,8.42697,1.01197,1062.14,1049.576568,0.3669,0.362561
RSM1251,2534.54,5.4813,5.1227,5.47077,1.25424,1654.29,1318.958094,0.49792,0.396988
RSM1231,2546.95,5.48445,5.10748,5.47384,1.24179,1680.39,1353.199816,0.49414,0.397924
RSM1235,2662.53,5.51001,5.03328,5.49298,1.14233,1705.63,1493.114949,0.50992,0.446384
RSM0281,828.955,5.27654,3.81371,5.27654,1.03399,721.163,697.4564551,0.31874,0.308263
RSM1237,1557.33,4.49215,3.15718,4.4842,1.10077,403.148,366.2418125,0.21492,0.195245
RSM1229,1514.65,3.83107,2.66972,3.54393,1.13178,5.49871,4.858461892,0.01824,0.0161162
RSM3503,10997.7,15.07113,13.13968,15.07113,0.479637,2090.57,4358.650396,0.74788,1.55926
RSM4516,12939.4,8.57387,5.22151,8.55217,0.997477,1207.29,1210.343697,0.371,0.371938
RSM4235,5871.41,4.25337,2.99465,4.25122,1.81943,42.0352,23.10349945,0.05354,0.0294267
RSM4234,12698.1,14.37293,4.52414,12.35877,0.692157,1712.2108,2473.731827,0.61952,0.8950564
RSM2257,3619.5,5.82793,4.33044,5.82793,1.0705,1165.3,1088.556749,0.39258,0.366725
RSM0783,1453.16,5.63288,5.50957,5.62983,1.07586,1337.94,1243.600468,0.39496,0.367111
RSM2113,2743.54,6.77398,3.93575,6.72281,1.0241,1469.77,1435.182111,0.4377,0.427398
RSM2724,6519.54,5.12079,3.85633,4.1425,1.60147,491.43,306.8618207,0.18728,0.1169423
RSM2719,6491.76,4.78048,4.01708,4.28221,1.6121,422.118,261.8435581,0.18508,0.1148068
RSM0812,1190.52,3.81265,2.51848,3.80052,1.54037,1.0702,0.69476814,0.0,0.0
RSM0817,1628.16,4.41613,2.73385,4.179,2.96248,148.538,50.13974778,0.14504,0.048959
RSM1749,3511.95,4.44594,3.746,4.44594,1.19018,235.038,197.4810533,0.12206,0.102556
RSM4338,7130.55,4.67624,4.03616,4.54961,1.19852,316.636,264.1891666,0.12426,0.1036783
RSM0988,1494.67,4.66636,3.48033,4.66636,1.03943,658.157,633.1903062,0.33696,0.324178
RSM0981,1487.07,4.62568,3.53484,4.62568,1.03032,676.834,656.9162978,0.33548,0.325608
RSM2388,3472.09,10.70302,9.67182,10.70302,0.961173,1282.08,1333.870177,0.48524,0.504841
RSM3445,3743.76,4.78127,3.38887,4.76378,1.32951,196.297,147.6461253,0.10704,0.0805112
RSM2286,2288.9,5.07878,4.0341,5.03574,1.22095,543.849,445.4310168,0.23434,0.191933
RSM0394,2812.09,5.25265,3.98181,5.2356,0.962764,1328.98,1380.379823,0.43018,0.446818
RSM3461,3947.63,5.04398,3.94641,5.02513,1.29452,600.017,463.505392,0.21772,0.168186
RSM0047,1073.44,5.64641,4.02417,5.64641,1.12294,1653.55,1472.518567,0.56246,0.500882
RSM0104,1053.82,4.91899,3.58217,4.91899,1.2259,753.443,614.6039644,0.41828,0.341202
RSM2759,11846.8,9.86186,4.91496,9.86186,0.854434,1712.04126,2003.713874,0.50138,0.58679753
RSM2624,5415.01,6.58573,4.52277,6.51086,1.38834,1266.64,912.3413573,0.39868,0.287162
RSM2139,1903.48,4.58853,4.19832,4.58853,1.42471,287.108,201.5203094,0.11184,0.0785004
RSM1233,1319.84,3.92715,3.10761,3.92715,2.17948,10.7921,4.951685723,0.0,0.0
RSM0872,1325.68,4.64776,3.18674,4.48578,2.01362,244.012,121.180759,0.16366,0.0812766
RSM3493,3212.81,4.49428,2.55528,4.47827,1.34283,44.8072,33.36773828,0.03938,0.0293262
RSM0605,1363.97,5.20851,4.05507,5.20188,1.12752,1308.57,1160.573648,0.46904,0.415991
RSM3568,4902.44,4.07066,2.5906,4.035,1.67522,99.9492,59.6633278,0.05116,0.0305392
RSM3027,3530.9,5.83356,3.2871,5.24482,1.57194,499.962,318.0541242,0.21912,0.139394
RSM4201,8195.35,8.21325,3.05204,8.20901,1.27965,1111.59,868.6672137,0.37574,0.293628
RSM3096,5195.29,6.4533,5.02363,5.80415,0.985188,2079.84,2111.109758,0.53022,0.538192
RSM3062,4333.11,7.62702,5.92083,7.62702,0.977291,1836.69,1879.368581,0.5108,0.522669
RSM1387,4510.22,7.55002,6.86281,7.5454,0.941882,1832.42,1945.487864,0.53604,0.569116
RSM3393,3817.55,4.39638,2.87708,4.39484,1.52452,88.7768,58.23262404,0.10316,0.0676674
RSM4426,10003.2,6.25531,4.55241,6.24369,1.60942,809.976,503.2719862,0.25872,0.160753
RSM3673,4488.59,5.22062,3.33528,5.21962,1.24374,431.257,346.7420844,0.22146,0.178059
RSM0186,725.848,4.43825,2.49445,4.41158,1.44626,73.3543,50.71999502,0.13446,0.0929707
RSM1840,2352.24,7.76134,3.87237,7.76134,1.15876,1275.65,1100.875073,0.40824,0.352307
RSM1339,1866.79,4.19645,3.27284,4.18819,1.24036,234.262,188.8661356,0.16238,0.130914
RSM1298,1824.96,4.66852,3.42869,4.24306,1.43993,257.699,178.9663386,0.2049,0.142299
RSM0444,1338.66,5.84848,5.57464,5.83375,1.84239,1207.42,655.3552722,0.40318,0.218835
RSM2981,4241.58,6.47025,4.23928,6.47025,1.06649,1566.86,1469.174582,0.45652,0.42806
RSM2978,4311.19,5.89247,4.24175,5.78451,1.04927,1590.82,1516.120732,0.45856,0.437029
RSM2218,2755.94,5.29805,4.38969,5.29805,1.14172,1113.78,975.5281505,0.34266,0.300126
RSM3695,4349.58,4.80903,3.55203,4.73589,1.40486,295.862,210.5989209,0.12286,0.0874534
RSM3799,4809.97,4.43071,3.40597,4.26593,1.3553,344.031,253.841216,0.16164,0.119265
RSM1848,6215.22,9.47139,8.23796,9.47139,0.666821,2253.4,3379.317688,0.7366,1.10464
RSM0476,1036.59,3.9218,3.10838,3.9218,2.15437,8.73081,4.052604706,0.05474,0.0254088
RSM1904,1913.07,4.61348,3.86544,4.61348,1.60999,341.551,212.1447959,0.1394,0.0865843
RSM3091,8443.08,15.77585,8.21654,15.76128,0.595584,2058.85,3456.85915,0.73178,1.22868
RSM0366,3792.38,13.32178,10.04301,13.32178,0.313342,1956.66,6244.486855,0.83832,2.67541
RSM1656,2451.48,4.4022,2.99782,4.40188,1.45754,426.441,292.575847,0.25216,0.173004
RSM2957,3074.24,5.10322,2.6955,5.10263,1.2961,292.264,225.4949464,0.1532,0.118201
RSM2785,3281.57,5.41707,3.94622,5.41707,1.08258,947.451,875.1787397,0.34106,0.315043
RSM2493,2562.44,7.99703,7.36677,7.98615,1.64643,842.806,511.8990786,0.2887,0.175349
RSM2497,2717.35,8.10881,7.62421,8.10881,1.55257,848.147,546.2858357,0.2908,0.187302
RSM3127,3466.98,5.13693,3.97105,5.11342,0.982113,760.8437,774.7007727,0.30694,0.3125297
RSM3734,10719.9,9.69314,7.13433,9.69314,0.65232,2209.59,3387.279249,0.70254,1.07699
RSM3738,10723.4,9.69113,7.20147,9.69113,0.660405,2218.64,3359.514237,0.70296,1.06444
RSM0035,546.744,5.29821,4.82783,5.29821,2.09158,787.48,376.5000622,0.30392,0.145307
RSM4365,30086.0,23.49364,11.53361,23.48524,0.424505,1876.58,4420.631088,0.80984,1.90773
RSM1372,2009.38,5.41632,4.78135,5.41632,1.32576,911.249,687.340846,0.3311,0.249744
RSM2151,10216.4,10.82894,9.41793,10.82894,0.926286,1354.27,1462.043041,0.50996,0.550543
RSM2027,4634.06,4.47915,3.70978,4.27429,1.38219,378.015,273.4898965,0.21252,0.153756
RSM3871,4391.5,6.06999,4.11356,6.06999,1.23293,517.593,419.8072883,0.16658,0.135109
RSM4454,25014.4,11.86103,5.70578,11.72639,0.691421,2064.24,2985.503767,0.70394,1.01811
RSM3873,5934.25,7.44579,3.94305,6.4772,1.00681,1212.15,1203.951093,0.38056,0.377984
RSM2904,3012.78,3.96031,2.83025,3.88278,1.46661,27.4678,18.72876907,0.02362,0.0161052
RSM1503,1730.49,4.43567,3.44354,4.43166,1.44767,196.648,135.8375873,0.1375,0.09498
RSM1325,3102.4,3.80646,2.80133,3.80646,1.53568,5.99246,3.902154095,0.0,0.0
RSM4424,34826.9,14.11404,9.82465,14.11404,1.50654,903.427,599.670105,0.32602,0.2164028
RSM0785,2791.71,4.26215,2.88566,4.26215,2.43155,129.327,53.18706175,0.10684,0.0439391
RSM3877,4275.12,4.94412,3.02634,4.84665,1.27362,191.331,150.2261271,0.09496,0.0745593
RSM1559,2374.78,7.16525,4.74264,7.03966,0.861413,1766.65,2050.874551,0.49704,0.577006
RSM3158,3413.01,6.53052,5.58315,6.53052,1.14575,743.234,648.6877591,0.25872,0.225808
RSM0049,598.59,3.86535,2.9768,3.84577,2.10757,6.23384,2.957832955,0.0,0.0
RSM4600,94887.5,0.0,0.0,0.0,0.790688,1621.38,2050.593913,0.56654,0.716516
RSM4425,11402.5,7.83476,4.57838,7.67886,1.07865,1108.27,1027.460251,0.34194,0.317008
RSM4359,11526.6,8.46123,4.31249,7.45739,1.29132,1065.57,825.1788867,0.33312,0.257969
RSM3436,10506.9,13.97996,12.00951,13.48133,0.61183,1725.36,2819.999019,0.72506,1.18507
RSM2869,2983.07,5.20735,2.45586,5.20252,1.64785,183.095,111.1114483,0.12022,0.0729556
RSM0748,1342.99,8.69265,4.94745,8.69265,1.19814,1251.87,1044.844509,0.42418,0.354032
RSM0573,1416.71,5.8422,3.48658,5.82075,1.92767,1099.24,570.242832,0.39722,0.206063
RSM0716,1484.02,5.8508,3.21682,5.8508,1.90744,1060.35,555.9021516,0.3847,0.201684
RSM0012,404.431,4.00964,3.19829,3.93831,1.42054,46.2729,32.57416194,0.16458,0.115857
RSM2808,9637.58,7.42167,6.24399,7.42167,1.08555,1714.3,1579.199484,0.48652,0.448177
RSM0851,4177.43,6.09359,4.9062,6.08114,0.831336,1979.09,2380.613855,0.56586,0.680664
RSM0303,1435.58,6.07464,4.45798,5.9729,0.984585,2104.48,2137.42846,0.54642,0.554975
RSM4035,14589.6,11.91055,8.94015,11.90097,0.448758,2181.14,4860.392461,0.7518,1.67529
RSM2610,2875.78,3.94507,2.59839,3.94173,2.01112,15.5286,7.721369187,0.02542,0.0126397
RSM0431,1028.14,5.85992,4.34741,5.85992,1.1473,1388.96,1210.633662,0.38688,0.337208
RSM0493,1048.24,4.78122,2.5317,4.73477,1.89629,357.505,188.5286533,0.17164,0.0905138
RSM0221,924.636,4.31678,2.50036,4.31678,1.36479,133.827,98.05684391,0.20506,0.15025
RSM0210,849.485,4.22952,2.40585,4.22952,1.51489,94.4349,62.3377935,0.20114,0.132775
RSM0479,1066.88,4.82555,2.56593,4.82555,1.88185,371.954,197.653373,0.17302,0.0919416
RSM0482,1049.13,4.78127,2.53424,4.77218,1.92108,355.939,185.2806755,0.17268,0.0898871
RSM2560,4646.93,9.79433,6.58571,9.76919,1.05716,1622.14,1534.431874,0.56564,0.535055
RSM0510,1290.07,6.81125,6.65142,6.81125,1.26369,1454.16,1150.725257,0.4551,0.360136
RSM0690,1125.02,3.86853,2.66075,3.85925,1.33848,24.1487,18.04188333,0.05036,0.0376247
RSM3236,4158.71,4.93395,3.37022,4.7939,1.10285,651.292,590.5535658,0.28126,0.255029
RSM3708,7326.24,7.90101,7.08763,7.8976,1.07399,1518.26,1413.663069,0.47196,0.439447
RSM0685,1075.54,4.27514,2.50529,4.26064,1.42065,128.993,90.79857812,0.18868,0.132813
RSM3082,6475.05,17.65359,14.41981,17.65359,0.688928,1738.12,2522.934182,0.67226,0.975806
RSM2041,3379.87,7.81236,5.76726,7.81236,0.879883,1973.18,2242.548157,0.57336,0.651632
RSM3326,3968.64,5.00131,4.56878,4.98439,1.44177,631.383,437.9221374,0.24552,0.170291
RSM1375,1635.81,5.58636,2.8824,5.58636,1.48338,433.855,292.4773153,0.23204,0.156427
RSM2800,3112.61,7.04018,5.00118,6.73681,1.11887,1056.92592,944.6369283,0.3248,0.290293
RSM2362,12374.9,10.74057,8.40432,8.92854,0.504189,2678.3,5312.095266,0.76452,1.51634
RSM0903,1065.61,4.61571,3.31264,4.61571,1.68188,191.718,113.9902966,0.11214,0.0666754
RSM4258,9250.34,6.95842,6.13717,6.94512,1.39957,1066.91,762.3127103,0.32154,0.229741
RSM1551,3513.95,4.11299,2.42678,4.11299,1.73348,73.2349,42.24732907,0.06104,0.0352123
RSM4128,16287.4,14.43115,13.28451,14.43115,0.493906,1500.2,3037.420076,0.71542,1.44849
RSM0509,2209.25,7.04716,6.45776,7.04716,1.849,1700.83,919.8647918,0.55166,0.298356
RSM2344,2436.57,5.22384,3.95101,5.21614,1.32405,642.448,485.2143046,0.2567,0.193874
RSM1438,1771.29,5.34498,3.95884,5.34498,1.23434,700.988,567.9051153,0.27736,0.224703
RSM1529,5068.35,5.39742,4.45708,5.34403,1.26627,1342.79,1060.42945,0.3999,0.315811
RSM1510,2508.17,5.34624,4.4404,5.30939,1.2826,1293.98,1008.872603,0.40756,0.317761
RSM1496,4919.51,5.30607,4.48289,5.30386,1.35411,1248.52,922.0225831,0.38676,0.285619
RSM1520,4933.72,5.3264,4.54894,5.3264,1.35472,1280.27,945.0439943,0.39112,0.288709
RSM1501,4916.49,5.30653,4.52403,5.30403,1.36913,1263.82,923.0825415,0.38854,0.283786
RSM1474,4912.85,5.32227,4.57646,5.32227,1.37671,1281.66,930.9585897,0.38858,0.282252
RSM1525,4855.04,5.30179,4.55872,5.30179,1.39948,1271.11,908.2730729,0.3872,0.276674
RSM0349,863.011,4.52908,2.96859,4.52908,1.45523,127.002,87.27280224,0.14632,0.100548
RSM0445,2137.69,10.33934,8.28295,10.32915,0.62663,2120.42,3383.846927,0.73228,1.1686
RSM3245,3599.71,4.96253,3.33867,4.45559,1.37217,396.812,289.1857423,0.20004,0.145784
RSM3076,2946.45,4.6264,3.66432,4.6264,1.37262,260.909,190.081013,0.172,0.125308
RSM2114,3782.29,5.11458,4.23281,5.10868,1.21651,813.479,668.6989832,0.29588,0.243221
RSM3274,3539.08,5.08255,3.56751,5.06998,1.24486,407.791,327.5798082,0.24548,0.197194
RSM0535,1226.11,5.6482,4.818,5.6482,1.03468,1110.26,1073.046739,0.3689,0.356537
RSM4370,18189.5,8.24038,5.23853,8.14946,0.765451,2509.7,3278.72065,0.66754,0.872087
RSM0843,5020.15,16.90888,11.06843,16.90888,0.361932,1785.75,4933.937867,0.84488,2.33436
RSM2219,2065.04,4.35265,2.64863,4.35265,1.75217,133.696,76.30309844,0.09592,0.0547434
RSM3817,3989.93,4.38482,2.76215,4.38482,2.36761,29.9095,12.63278158,0.02704,0.0114208
RSM0943,1420.41,5.43641,4.11889,5.43641,1.10203,1102.08,1000.045371,0.34768,0.31549
RSM0311,1116.93,5.01325,3.17956,5.01325,1.35634,470.214,346.6785614,0.30478,0.224707
RSM0561,1381.26,6.85728,4.76238,6.85728,1.25559,1379.8,1098.925605,0.43208,0.344125
RSM0301,2693.85,9.63216,5.48309,9.63216,0.807059,1812.03,2245.226185,0.5883,0.728943
RSM3919,5037.79,4.55863,2.41066,4.54778,1.91164,126.31,66.07415622,0.0753,0.0393903
RSM2067,17486.3,11.59694,6.57481,11.57207,0.866393,1847.8224,2132.776234,0.61472,0.7095166
RSM2950,3820.18,5.41641,3.34297,5.39817,1.32203,590.924,446.9822924,0.24496,0.185291
RSM1041,1283.98,4.34589,3.49261,4.31959,1.10997,169.07,152.3194321,0.13012,0.117228
RSM1715,2186.52,5.27877,3.42429,5.23095,1.22527,665.987,543.5430558,0.31308,0.25552
RSM3094,6817.66,6.17439,3.39179,6.16782,1.27675,673.899,527.8237713,0.22984,0.180019
RSM1050,2428.25,7.07783,5.58584,7.07783,0.782965,2194.2,2802.424119,0.62824,0.802385
RSM3233,8590.15,15.44798,6.02893,15.44798,0.579498,1972.51,3403.82538,0.7214,1.24487
RSM0689,1202.52,4.76853,3.96927,4.66022,1.28743,471.635,366.338364,0.27096,0.210466
RSM0678,1293.87,4.87799,4.0904,4.87799,1.19653,622.1,519.9201023,0.29474,0.246328
RSM1839,1892.34,4.39347,3.81576,4.39171,1.76923,400.196,226.1978375,0.1623,0.0917349
RSM0878,1183.62,4.68935,3.37487,4.68935,1.39204,367.178,263.7697193,0.26942,0.193543
RSM0244,811.202,4.16938,3.3088,4.16938,1.46817,65.4085,44.55103973,0.16362,0.111445
RSM1448,1978.57,4.81934,3.2861,4.80982,1.34833,440.447,326.661129,0.23794,0.17647
RSM0470,1245.89,4.99186,3.31985,4.98584,1.90366,568.423,298.5948121,0.2329,0.122343
RSM3533,9516.34,8.07986,5.82761,8.06722,0.702361,2514.36,3579.868472,0.67776,0.964974
RSM1956,5000.23,9.41161,6.60227,9.39434,0.678974,2394.95,3527.307378,0.70254,1.03471
RSM3519,29351.2,12.72726,10.75924,12.72726,0.565447,2238.01,3957.948313,0.69904,1.23626
RSM0831,1419.46,4.05613,3.23287,4.05613,1.75524,42.9163,24.45038855,0.09862,0.056186
RSM0834,1402.63,4.02467,3.19785,4.02467,1.80927,35.9458,19.8675709,0.08744,0.048329
RSM0818,1394.43,4.01075,3.17776,4.01075,1.85961,30.7255,16.52255043,0.08946,0.0481069
RSM3339,5110.41,6.93984,4.03954,6.93984,0.864343,1538.02,1779.409332,0.4797,0.554988
RSM1497,2243.08,6.81689,4.16129,6.80143,1.34232,1103.79,822.3001967,0.3328,0.247928
RSM1648,1904.73,3.9922,3.34055,3.95422,1.52777,55.2195,36.14385673,0.08592,0.0562389
RSM0530,1197.94,5.38578,3.28005,5.38076,1.30329,866.072,664.5274651,0.33028,0.253421
RSM2522,2223.55,4.77783,3.48746,4.76506,1.70684,249.506,146.1800755,0.16534,0.0968688
RSM3491,23563.4,7.30118,5.11086,5.92942,1.04457,1471.251,1408.475258,0.44886,0.42971
RSM2562,3467.11,4.68192,2.5642,4.68076,2.08398,188.298,90.35499381,0.13348,0.0640505
RSM4144,29547.2,7.69352,3.71325,7.24448,1.11238,983.685,884.3066218,0.29584,0.265952
RSM4581,136989.0,0.0,0.0,0.0,0.534491,1451.195,2715.097167,0.65976,1.234368
RSM0738,3399.59,5.81277,5.42911,5.81277,1.09047,1309.5,1200.858345,0.43304,0.397113
RSM0578,1121.04,5.02967,4.18682,5.02967,1.54704,888.752,574.485469,0.28234,0.182503
RSM0563,1125.21,5.03517,4.18078,5.03517,1.52077,918.178,603.7586223,0.28396,0.186721
RSM3803,5479.73,6.12654,3.97231,6.12654,1.08189,1279.92,1183.04079,0.3897,0.360204
RSM1979,2619.56,4.68848,3.56399,4.68848,1.21981,497.442,407.8028545,0.30562,0.250547
RSM1921,8493.53,6.25511,5.54572,6.24188,0.917254,2369.63,2583.395657,0.64988,0.708506
RSM3888,7934.2,4.31505,2.58033,4.23305,1.57311,73.8754,46.96136952,0.04166,0.0264826
RSM0691,2838.44,4.53725,3.92462,4.47478,1.06179,1318.6,1241.865152,0.40754,0.383822
RSM0460,955.066,4.28617,3.67636,4.28617,1.29935,161.8,124.5238004,0.14284,0.109932
RSM0251,1295.35,6.63883,4.78268,6.63883,1.11548,1997.73,1790.915122,0.54192,0.485818
RSM0209,1308.97,6.71582,4.81933,6.71582,1.09675,1995.27,1819.256895,0.54912,0.500681
RSM3720,5222.74,5.34223,3.18242,3.89892,1.16094,263.601,227.0582459,0.12744,0.109773
RSM1374,1745.73,5.87273,4.76438,5.85793,1.68022,749.592,446.1272929,0.25368,0.15098
RSM2031,2348.41,4.2178,3.08502,4.13444,2.33657,84.4444,36.14032535,0.0904,0.0386892
RSM2413,5180.74,13.93661,8.23046,13.93516,0.705662,1882.32,2667.45269,0.70132,0.993848
RSM0497,1231.57,4.14523,2.82776,4.14337,1.94405,69.1187,35.55397238,0.12768,0.0656774
RSM0528,1227.09,4.13408,2.81759,4.08547,1.95983,66.7459,34.05698453,0.12688,0.0647405
RSM0506,1216.1,4.11875,2.79775,4.11072,2.00641,61.3213,30.56269656,0.12544,0.0625196
RSM0532,1210.85,4.10044,2.79077,4.09036,2.02431,59.8757,29.57832545,0.12414,0.0613246
RSM0517,1200.29,4.05316,2.75795,3.99799,2.07535,55.2134,26.60437998,0.11452,0.0551811
RSM2170,6980.37,7.19069,4.56478,7.1548,1.30979,1184.54,904.3739836,0.3897,0.297528
RSM2929,4201.44,6.98874,4.43531,6.97328,0.861557,1485.75,1724.494143,0.44952,0.521753
RSM2977,4277.38,6.57321,4.9271,6.57235,0.884567,1408.5,1592.304483,0.41702,0.47144
RSM0848,1679.37,6.29148,5.67839,6.29148,1.73371,1270.87,733.0349366,0.41828,0.241263
RSM4388,10099.5,10.28847,9.36955,10.28847,0.959454,1186.3,1236.432388,0.41392,0.431412
RSM4239,21144.3,20.25907,7.7782,20.25907,0.40269,1898.57,4714.718518,0.78032,1.93777
RSM4243,20681.4,19.92035,7.7515,19.92035,0.416148,1933.05,4645.102223,0.77602,1.86477
RSM4240,21212.8,20.42814,7.78018,20.42814,0.407456,1910.89,4689.806998,0.78104,1.91687
RSM3912,7514.49,8.06449,6.42877,8.06449,0.994088,1669.07,1678.996226,0.52334,0.526452
RSM3965,7586.66,7.18071,5.30054,7.16429,1.02665,1784.3,1737.982759,0.5022,0.489162
RSM1829,3174.14,8.70352,6.17686,8.66741,1.10684,1430.61,1292.517437,0.48428,0.437532
RSM2752,3756.83,6.97816,4.93143,6.97816,0.905214,1410.87182,1558.605832,0.41862,0.462454
RSM3489,4017.38,6.49654,4.73872,6.48371,1.24069,691.644,557.4672158,0.22744,0.183317
RSM0952,1196.22,5.0519,4.88565,5.0519,1.50882,495.362,328.3108654,0.18282,0.121167
RSM2117,2326.38,5.09274,4.35949,5.06741,1.47774,760.164,514.4098421,0.25042,0.169461
RSM2943,2882.14,7.01369,4.99057,7.01369,1.16777,578.611,495.4836997,0.17456,0.149481
RSM4055,11219.7,8.49795,6.03194,7.93874,0.769652,2475.08,3215.843004,0.63772,0.828582
RSM1253,2576.1,5.4924,4.94828,5.32905,1.21421,1645.97,1355.589231,0.48898,0.402715
RSM0133,1574.5,3.96523,3.28269,3.94655,1.24666,144.526,115.9305665,0.14542,0.116647
RSM2601,3188.63,7.24143,3.11475,7.23975,1.54193,427.901,277.5100037,0.18068,0.117178
RSM3576,9499.27,10.21413,5.8901,10.08749,0.853623,2004.63,2348.378617,0.65336,0.765397
RSM0260,928.9,3.77572,3.29583,3.77572,1.55337,2.60803,1.678949639,0.02816,0.0181284
RSM4042,6555.14,7.19009,4.36372,6.93205,1.03983,1240.28,1192.771895,0.37874,0.364233
RSM1025,3281.26,8.90548,6.79186,8.80947,0.613586,2616.98,4265.058199,0.72834,1.18702
RSM3583,3861.83,5.6698,2.68133,5.65832,1.35478,396.328,292.5404863,0.17644,0.130235
RSM0213,925.047,5.3255,4.52273,5.3255,1.62985,925.86,568.0645458,0.30706,0.188398
RSM2489,4822.87,5.90423,2.6714,5.70028,1.31183,325.329,247.9963105,0.14668,0.111813
RSM1799,2122.64,6.19698,4.05893,5.0808,0.999903,832.244,832.3247355,0.31048,0.31051
RSM0934,1945.92,9.71439,7.35018,9.71439,1.06464,1614.93,1516.878945,0.56406,0.529814
RSM3376,4613.34,5.90298,3.79569,5.88477,1.04758,680.598,649.6859428,0.25752,0.245824
RSM1779,7084.96,4.58077,3.60286,4.56313,1.13657,363.609,319.9178229,0.19826,0.174437
RSM0243,819.658,5.3037,3.76464,5.11693,1.22825,637.062,518.6745369,0.3208,0.261184
