,structure,Density
1068,RSM3693,1.19798
1069,RSM3767,0.703376
1070,RSM3816,1.61761
1071,RSM2369,1.06701
1072,RSM4145,0.9712
1073,RSM4409,1.68878
1074,RSM1305,1.52841
1075,RSM0355,1.61617
1076,RSM4595,0.570134
1077,RSM3794,1.44811
1078,RSM2550,1.19076
1079,RSM0119,1.99283
1080,RSM2984,1.38049
1081,RSM0612,1.52617
1082,RSM0186,1.68837
1083,RSM1134,1.51178
1084,RSM0867,1.04497
1085,RSM0809,0.656663
1086,RSM2770,1.63435
1087,RSM1973,1.01059
1088,RSM3993,0.761484
1089,RSM1567,1.3377
1090,RSM1246,1.08864
1091,RSM2415,0.70998
1092,RSM2315,1.85197
1093,RSM3535,1.07027
1094,RSM2895,1.26833
1095,RSM2014,1.26056
1096,RSM4058,0.837557
1097,RSM1579,1.73281
1098,RSM0056,0.960972
1099,RSM1341,1.31548
1100,RSM2478,1.15135
1101,RSM1273,1.7639
1102,RSM4356,2.03717
1103,RSM0893,1.21476
1104,RSM2699,1.08625
1105,RSM3633,2.34537
1106,RSM1304,2.41118
1107,RSM2365,1.22719
1108,RSM2992,1.99409
1109,RSM3817,2.42613
1110,RSM1204,0.998118
1111,RSM2476,1.11862
1112,RSM1473,1.52899
1113,RSM2298,0.763913
1114,RSM0761,0.68014
1115,RSM4002,1.03525
1116,RSM0972,1.1858
1117,RSM3733,1.12414
1118,RSM3152,1.17725
1119,RSM3452,1.39512
1120,RSM0559,0.83538
1121,RSM0773,1.55228
1122,RSM3292,1.23296
1123,RSM1618,1.58344
1124,RSM4375,1.2581
1125,RSM4491,0.867231
1126,RSM0042,2.7228
1127,RSM4421,0.578231
1128,RSM3017,0.828518
1129,RSM2560,1.05942
1130,RSM2290,1.23864
1131,RSM0270,1.95219
1132,RSM3950,0.861706
1133,RSM2479,2.08913
1134,RSM3251,1.2543
1135,RSM4508,1.25465
1136,RSM2079,1.18146
1137,RSM0755,1.40126
1138,RSM0106,3.4693
1139,RSM1402,0.68292
1140,RSM4444,2.00666
1141,RSM0354,1.60077
1142,RSM1448,1.43381
1143,RSM4264,1.29908
1144,RSM0511,2.09215
1145,RSM0851,0.807308
1146,RSM4023,1.38654
1147,RSM1797,1.3293
1148,RSM0694,1.04796
1149,RSM1857,1.13466
1150,RSM0835,1.8488
1151,RSM3768,0.820044
1152,RSM3574,1.43349
1153,RSM2538,1.59538
1154,RSM3008,0.933346
1155,RSM0568,1.61396
1156,RSM4127,0.588747
1157,RSM3660,0.731663
1158,RSM4178,0.785437
1159,RSM0407,1.65923
1160,RSM4185,0.658241
1161,RSM3455,1.16823
1162,RSM2121,0.775201
1163,RSM3126,1.15573
1164,RSM2853,1.48073
1165,RSM0229,1.40474
1166,RSM2861,1.21467
1167,RSM1867,0.884413
1168,RSM1065,1.20479
1169,RSM2350,0.968171
1170,RSM1609,1.60632
1171,RSM0085,2.48258
1172,RSM4038,0.867227
1173,RSM3081,1.43173
1174,RSM4412,0.994144
1175,RSM2154,1.18209
1176,RSM2477,0.998208
1177,RSM0431,1.17122
1178,RSM0651,1.7567
1179,RSM2904,1.46535
1180,RSM3192,1.70372
1181,RSM1225,0.985663
1182,RSM2297,0.7853
1183,RSM0753,1.41013
1184,RSM1721,1.59784
1185,RSM0606,1.50445
1186,RSM2250,1.84967
1187,RSM2291,1.11791
1188,RSM3969,1.13863
1189,RSM0904,1.34219
1190,RSM3823,1.35577
1191,RSM2346,1.29186
1192,RSM2202,1.13252
1193,RSM3609,1.05963
1194,RSM2848,1.42581
1195,RSM1764,0.864667
1196,RSM1859,0.777036
1197,RSM2241,1.39149
1198,RSM2894,0.914255
1199,RSM3814,0.892399
1200,RSM1066,1.33081
1201,RSM4083,0.525746
1202,RSM0644,1.50659
1203,RSM2386,1.20791
1204,RSM3280,0.827199
1205,RSM4170,1.30692
1206,RSM0750,0.910437
1207,RSM1362,2.09157
1208,RSM1580,1.49252
1209,RSM0583,1.81011
1210,RSM4357,0.990549
1211,RSM0658,1.53034
1212,RSM1248,1.91781
1213,RSM0832,2.08076
1214,RSM1726,1.32026
1215,RSM3363,0.963763
1216,RSM1166,1.20788
1217,RSM3036,1.13782
1218,RSM1107,0.694931
1219,RSM4158,0.800083
1220,RSM0848,1.67687
1221,RSM0892,1.18393
1222,RSM2235,1.56968
1223,RSM3400,1.22077
1224,RSM1510,1.29372
1225,RSM2321,1.52989
1226,RSM3481,1.34777
1227,RSM0565,0.524785
1228,RSM1163,1.56043
1229,RSM3410,0.8734
1230,RSM2077,0.995518
1231,RSM1420,1.32313
1232,RSM2493,1.88651
1233,RSM0796,1.36937
1234,RSM1889,1.15356
1235,RSM3736,1.00873
1236,RSM0913,1.6104
1237,RSM0093,1.11273
1238,RSM0617,1.58133
1239,RSM3743,0.880325
1240,RSM2891,1.62111
1241,RSM2979,0.836498
1242,RSM0523,2.47845
1243,RSM3975,0.579506
1244,RSM1822,1.5389
1245,RSM0075,1.42828
1246,RSM1339,1.36716
1247,RSM1243,1.68945
1248,RSM3929,0.513415
1249,RSM1031,0.983161
1250,RSM3189,1.00794
1251,RSM0113,1.5503
1252,RSM0572,1.33018
1253,RSM0383,1.24502
1254,RSM1812,1.68898
1255,RSM2491,1.49344
1256,RSM3366,1.20179
1257,RSM0556,1.17023
1258,RSM1150,1.64392
1259,RSM2030,1.38127
1260,RSM2501,1.37249
1261,RSM0405,3.62437
1262,RSM0306,1.76881
1263,RSM4430,0.975831
1264,RSM3793,1.05737
1265,RSM1783,1.18928
1266,RSM3372,1.14605
1267,RSM4212,1.27047
1268,RSM3775,1.19483
1269,RSM0164,1.42445
1270,RSM1320,1.13078
1271,RSM3406,1.43354
1272,RSM0360,0.34451
1273,RSM3497,1.07346
1274,RSM3220,0.812832
1275,RSM3689,1.76657
1276,RSM3058,1.16685
1277,RSM0141,1.63207
1278,RSM3545,0.718003
1279,RSM4306,0.606644
1280,RSM0937,1.49715
1281,RSM3586,1.22161
1282,RSM1848,0.651622
1283,RSM1388,0.636965
1284,RSM0299,1.18607
1285,RSM0619,1.02869
1286,RSM4197,1.95242
1287,RSM0154,2.08636
1288,RSM1546,1.06539
1289,RSM3188,1.25668
1290,RSM3451,1.43713
1291,RSM0499,1.9063
1292,RSM4440,1.01529
1293,RSM0363,1.43093
1294,RSM1891,0.778087
1295,RSM3090,1.26688
1296,RSM1509,1.26877
1297,RSM3037,1.79799
1298,RSM2364,1.12894
1299,RSM0366,0.52826
1300,RSM4225,0.912376
1301,RSM0052,2.21623
1302,RSM1670,1.12608
1303,RSM1272,1.78711
1304,RSM0287,1.04542
1305,RSM2497,1.89301
1306,RSM3838,0.791714
1307,RSM3714,0.795076
1308,RSM2108,1.70511
1309,RSM0357,1.47258
1310,RSM1180,1.05489
1311,RSM2738,1.17904
1312,RSM4199,1.91923
1313,RSM0885,1.55474
1314,RSM1352,0.742097
1315,RSM0108,1.50726
1316,RSM2707,0.591989
1317,RSM3019,0.807942
1318,RSM2983,1.43217
1319,RSM2186,0.718882
1320,RSM3726,0.69089
1321,RSM0737,1.4429
1322,RSM1839,2.24427
1323,RSM0804,1.43636
1324,RSM0742,1.56649
1325,RSM1956,0.664071
1326,RSM4107,0.429769
1327,RSM3226,0.843445
1328,RSM0817,4.30791
1329,RSM4125,0.472889
1330,RSM2945,1.36866
1331,RSM3938,1.17978
1332,RSM3065,1.12858
1333,RSM3812,1.49527
1334,RSM1353,1.40272
1335,RSM4456,1.40189
1336,RSM3934,0.589065
1337,RSM4321,1.36725
1338,RSM3916,0.969598
1339,RSM3795,1.48924
1340,RSM2655,1.29252
1341,RSM0327,1.88652
1342,RSM3210,1.0306
1343,RSM2060,1.45163
1344,RSM0900,1.61446
1345,RSM4367,0.320491
1346,RSM1667,1.21144
1347,RSM0178,1.51462
1348,RSM4216,1.32901
1349,RSM3873,0.988121
1350,RSM4337,0.568916
1351,RSM3253,1.36021
1352,RSM0760,1.12696
1353,RSM2401,1.23143
1354,RSM2308,0.834931
1355,RSM2333,1.69
1356,RSM0337,1.21341
1357,RSM1854,1.72135
1358,RSM0580,2.01677
1359,RSM3334,0.804541
1360,RSM3948,0.995228
1361,RSM2157,1.74465
1362,RSM0003,2.20625
1363,RSM3064,1.23962
1364,RSM2785,1.09663
1365,RSM3026,0.980518
1366,RSM1837,1.93575
1367,RSM0830,1.09695
1368,RSM3965,1.00121
1369,RSM2355,0.785608
1370,RSM4333,1.2548
1371,RSM3760,1.11922
1372,RSM2460,1.49318
1373,RSM0494,1.09284
1374,RSM2428,1.2457
1375,RSM2199,2.00344
1376,RSM2382,1.61989
1377,RSM3766,0.711648
1378,RSM0810,1.41624
1379,RSM3082,0.655685
1380,RSM3623,1.68267
1381,RSM0312,1.63429
1382,RSM1461,1.4995
1383,RSM2316,1.26992
1384,RSM2065,0.792714
1385,RSM0671,1.30587
1386,RSM0143,1.96154
1387,RSM0883,1.6221
1388,RSM3958,1.48571
1389,RSM1117,1.17088
1390,RSM4080,1.05596
1391,RSM2398,1.83918
1392,RSM0061,1.55049
1393,RSM1708,2.00735
1394,RSM2441,1.81869
1395,RSM2230,1.4776
1396,RSM0078,1.6508
1397,RSM1568,1.13783
1398,RSM2564,0.403114
1399,RSM4075,0.240107
1400,RSM3211,1.05045
1401,RSM2679,2.38987
1402,RSM1605,1.05215
1403,RSM2188,1.51865
1404,RSM4072,1.21763
1405,RSM0040,1.12656
1406,RSM0133,1.59896
1407,RSM1331,1.22745
1408,RSM2164,1.62194
1409,RSM2985,1.01561
1410,RSM3815,2.41177
1411,RSM3087,1.60588
1412,RSM1934,1.29697
1413,RSM1744,1.58943
1414,RSM2799,1.21633
1415,RSM2960,1.50599
1416,RSM3533,0.670193
1417,RSM1175,2.11131
1418,RSM3056,1.40445
1419,RSM2359,0.829499
1420,RSM0388,2.21654
1421,RSM2952,1.192
1422,RSM2503,1.11608
1423,RSM1018,0.595025
1424,RSM0685,1.80744
1425,RSM0481,1.36091
1426,RSM1092,1.08525
1427,RSM4587,1.57276
1428,RSM4054,1.323
1429,RSM3453,0.680687
1430,RSM2831,0.987366
1431,RSM0328,1.47798
1432,RSM1668,1.34611
1433,RSM4309,0.602775
1434,RSM0666,1.83815
1435,RSM0338,2.47114
1436,RSM3572,1.24316
1437,RSM0086,1.05817
1438,RSM1041,1.24098
1439,RSM1209,1.03155
1440,RSM3833,0.665923
1441,RSM3214,1.22327
1442,RSM3673,1.34057
1443,RSM4305,1.70361
1444,RSM2041,0.838187
1445,RSM3645,1.43921
1446,RSM3970,0.972276
1447,RSM0344,1.60855
1448,RSM2789,0.764398
1449,RSM0174,0.888449
1450,RSM3513,1.46687
1451,RSM2920,1.27832
1452,RSM1186,1.04533
1453,RSM1062,2.04818
1454,RSM2752,1.28468
1455,RSM2349,0.734017
1456,RSM3235,1.02613
1457,RSM3068,1.42463
1458,RSM1183,1.58079
1459,RSM1704,1.61062
1460,RSM1055,1.14842
1461,RSM4490,0.474693
1462,RSM2845,1.31464
1463,RSM1657,1.24836
1464,RSM1982,1.16165
1465,RSM1770,0.944168
1466,RSM1017,0.686926
1467,RSM3709,1.37894
1468,RSM1040,2.14517
1469,RSM4123,1.17362
1470,RSM2323,1.37325
1471,RSM0890,1.83587
1472,RSM3601,1.32658
1473,RSM2850,1.08154
1474,RSM4187,1.43497
1475,RSM0249,1.69339
1476,RSM2016,0.552711
1477,RSM4458,0.59141
1478,RSM2622,1.45419
1479,RSM2008,1.35106
1480,RSM3695,1.45353
1481,RSM0999,1.37399
1482,RSM0917,0.635573
1483,RSM4468,0.237914
1484,RSM3092,1.22173
1485,RSM2764,1.7223
1486,RSM0776,1.00018
1487,RSM0198,1.66698
1488,RSM3895,0.646011
1489,RSM3892,0.71266
1490,RSM2473,0.834656
1491,RSM0618,1.56034
1492,RSM1108,1.33584
1493,RSM2170,1.29269
1494,RSM0404,0.79725
1495,RSM2980,1.25844
1496,RSM2128,1.40235
1497,RSM3747,0.730869
1498,RSM3020,0.706607
1499,RSM4513,0.885453
1500,RSM1015,1.39259
1501,RSM3337,0.27716
1502,RSM4100,1.43418
1503,RSM4040,0.362983
1504,RSM0150,1.81524
1505,RSM2777,1.92281
1506,RSM3442,1.44539
1507,RSM1135,1.49086
1508,RSM1005,1.27152
1509,RSM3550,1.45396
1510,RSM0889,0.708985
1511,RSM1003,1.43202
1512,RSM2641,1.31488
1513,RSM4311,0.57329
1514,RSM1052,1.41897
1515,RSM1625,1.3994
1516,RSM3023,0.9285
1517,RSM2713,1.23619
1518,RSM0247,1.29179
1519,RSM0545,1.4885
1520,RSM1344,0.927679
1521,RSM4181,1.33406
1522,RSM3274,1.20154
1523,RSM3684,1.92452
1524,RSM1474,1.4108
1525,RSM2751,1.54454
1526,RSM3547,1.04771
1527,RSM1145,0.599115
1528,RSM3167,1.57683
1529,RSM4302,1.76999
1530,RSM1921,0.876357
1531,RSM0539,1.38806
1532,RSM3171,0.787527
1533,RSM3473,1.36903
1534,RSM2348,1.00831
1535,RSM1972,1.72571
1536,RSM2518,1.35072
1537,RSM2644,1.64976
1538,RSM0779,1.61722
1539,RSM0977,1.16884
1540,RSM4364,1.11182
1541,RSM1387,1.05372
1542,RSM4379,1.19299
1543,RSM1569,0.839623
1544,RSM4287,0.746073
1545,RSM1712,0.914118
1546,RSM0543,1.21805
1547,RSM3728,0.976675
1548,RSM1517,1.20591
1549,RSM3266,1.35074
1550,RSM0676,1.84632
1551,RSM0846,1.11275
1552,RSM0792,1.14737
1553,RSM2158,1.62075
1554,RSM0677,3.24169
1555,RSM1232,1.19709
1556,RSM0815,1.25111
1557,RSM1367,1.60517
1558,RSM1790,0.556185
1559,RSM2089,1.28134
1560,RSM0109,1.9277
1561,RSM0597,1.27129
1562,RSM1146,1.27225
1563,RSM2396,1.39144
1564,RSM3647,0.685371
1565,RSM0938,1.90234
1566,RSM0211,2.80972
1567,RSM2506,2.44469
1568,RSM0456,1.05094
1569,RSM1878,1.96851
1570,RSM4092,1.24574
1571,RSM3745,1.28089
1572,RSM3876,1.28634
1573,RSM0241,1.1929
1574,RSM1380,1.17457
1575,RSM0189,1.72866
1576,RSM1658,1.67939
1577,RSM0019,1.60571
1578,RSM2044,0.765399
1579,RSM2038,0.544526
1580,RSM2045,1.33406
1581,RSM2465,0.902835
1582,RSM2576,1.61401
1583,RSM2656,1.06571
1584,RSM3150,1.26861
1585,RSM4151,0.796165
1586,RSM0104,1.2186
1587,RSM0787,1.3023
1588,RSM2876,1.23732
1589,RSM3918,1.30061
1590,RSM1298,1.63979
1591,RSM1988,1.38198
1592,RSM3478,0.847014
1593,RSM2032,1.08401
1594,RSM3626,1.32981
1595,RSM0894,1.65954
1596,RSM1389,1.61367
1597,RSM0634,1.34823
1598,RSM0072,1.54789
1599,RSM1577,1.57592
1600,RSM0340,1.68813
1601,RSM2067,0.80216
1602,RSM2870,1.10217
1603,RSM1332,1.52111
1604,RSM1563,2.06991
1605,RSM3232,1.37563
1606,RSM2949,1.53198
1607,RSM1614,1.38543
1608,RSM0454,1.94376
1609,RSM1279,1.1289
1610,RSM4427,1.05784
1611,RSM4006,1.29337
1612,RSM1340,0.80301
1613,RSM0139,1.93505
1614,RSM0828,0.54091
1615,RSM0335,1.49429
1616,RSM4193,0.950691
1617,RSM1968,0.979251
1618,RSM3282,1.18043
1619,RSM2837,0.936166
1620,RSM4602,0.73242
1621,RSM3913,1.0407
1622,RSM0326,1.55139
1623,RSM4570,1.03622
1624,RSM4162,1.12142
1625,RSM0138,1.65398
1626,RSM1733,1.89108
1627,RSM4136,1.26885
1628,RSM0145,0.965581
1629,RSM2274,1.06707
1630,RSM0622,1.61736
1631,RSM4163,1.06834
1632,RSM2010,1.5615
1633,RSM3493,1.35923
1634,RSM3964,1.094
1635,RSM3312,1.41681
1636,RSM0843,0.347396
1637,RSM0554,1.45902
1638,RSM1129,0.495176
1639,RSM2625,1.07733
1640,RSM1267,1.41668
1641,RSM1702,1.02566
1642,RSM0905,1.23072
1643,RSM1364,1.15975
1644,RSM2609,1.83234
1645,RSM2810,0.767331
1646,RSM1191,1.38992
1647,RSM0177,1.41791
1648,RSM2986,1.03774
1649,RSM0888,1.87081
1650,RSM4607,0.441074
1651,RSM0590,1.75689
1652,RSM2080,1.2511
1653,RSM2210,0.636821
1654,RSM0384,1.6742
1655,RSM0161,2.95946
1656,RSM2268,1.47213
1657,RSM1342,1.26798
1658,RSM2919,0.788886
1659,RSM4231,0.896858
1660,RSM0788,1.72026
1661,RSM2610,2.03736
1662,RSM0854,1.56983
1663,RSM3094,1.29641
1664,RSM1853,1.61865
1665,RSM3847,0.340165
1666,RSM1361,1.95116
1667,RSM3466,1.02896
1668,RSM2588,1.42687
1669,RSM2618,0.804676
1670,RSM2852,1.34603
1671,RSM0535,1.01198
1672,RSM1236,1.61356
1673,RSM0513,1.33176
1674,RSM1407,0.771724
1675,RSM4592,0.862912
1676,RSM3054,1.25688
1677,RSM2200,1.04751
1678,RSM0129,1.1108
1679,RSM2167,1.58616
1680,RSM3183,1.9071
1681,RSM1216,1.20867
1682,RSM1558,1.02218
1683,RSM0717,1.78582
1684,RSM0439,1.83746
1685,RSM3234,0.947974
1686,RSM3141,1.31002
1687,RSM1464,1.37389
1688,RSM0579,1.44221
1689,RSM3850,1.08067
1690,RSM0491,1.69173
1691,RSM1590,1.25445
1692,RSM3128,0.337955
1693,RSM0783,1.10153
1694,RSM3516,0.701255
1695,RSM2455,0.811277
1696,RSM2474,1.02581
1697,RSM1807,1.61253
1698,RSM0660,1.24914
1699,RSM1268,1.98362
1700,RSM4167,1.57082
1701,RSM0275,1.10709
1702,RSM2373,0.759752
1703,RSM2087,1.19603
1704,RSM0781,1.17536
1705,RSM0024,2.33429
1706,RSM2816,1.04038
1707,RSM1271,1.5797
1708,RSM1101,1.96524
1709,RSM2082,1.25271
1710,RSM1900,1.10933
1711,RSM2523,1.08356
1712,RSM0877,1.43455
1713,RSM0414,1.898
1714,RSM4267,0.911627
1715,RSM0030,1.88076
1716,RSM0751,1.45959
1717,RSM3819,1.38487
1718,RSM0447,1.63789
1719,RSM2817,1.81097
1720,RSM3421,1.96241
1721,RSM3423,1.13139
1722,RSM3140,1.52013
1723,RSM1188,0.948258
1724,RSM4582,0.688872
1725,RSM2605,2.22587
1726,RSM1650,1.59868
1727,RSM1872,1.10627
1728,RSM1467,0.694902
1729,RSM3209,1.24812
1730,RSM1394,1.8932
1731,RSM2101,1.35675
1732,RSM0488,0.929865
1733,RSM1750,1.14418
1734,RSM1250,0.902625
1735,RSM1814,1.71834
1736,RSM3842,1.26603
1737,RSM0530,1.28791
1738,RSM4519,0.737153
1739,RSM2358,0.601816
1740,RSM3920,0.956095
1741,RSM0482,1.9978
1742,RSM1217,0.762973
1743,RSM1207,1.2062
1744,RSM0353,1.94271
1745,RSM1019,0.968202
1746,RSM2492,0.61484
1747,RSM3134,0.494119
1748,RSM1523,1.14424
1749,RSM2270,1.30418
1750,RSM1544,1.08388
1751,RSM1046,1.07338
1752,RSM1317,1.35174
1753,RSM0566,2.00838
1754,RSM2780,1.4603
1755,RSM2507,1.48062
1756,RSM4399,0.909582
1757,RSM0204,1.29901
1758,RSM0955,1.01727
1759,RSM0919,1.72007
1760,RSM3502,0.364224
1761,RSM2248,1.70049
1762,RSM1229,1.14275
1763,RSM3124,1.17874
1764,RSM2923,0.637809
1765,RSM0303,0.968483
1766,RSM2792,1.72095
1767,RSM2286,1.22461
1768,RSM2626,1.3104
1769,RSM2376,0.775255
1770,RSM3558,1.58047
1771,RSM0464,1.19925
1772,RSM3051,0.876831
1773,RSM3294,1.09938
1774,RSM0632,2.28917
1775,RSM2753,0.735792
1776,RSM1681,1.12618
1777,RSM0097,1.45393
1778,RSM2009,1.33872
1779,RSM4228,0.837514
1780,RSM4527,0.865274
1781,RSM2236,2.05876
1782,RSM0897,0.391197
1783,RSM2722,1.21993
1784,RSM1795,1.18641
1785,RSM2380,1.49296
1786,RSM2637,2.43929
1787,RSM3415,1.61532
1788,RSM1484,0.815971
1789,RSM1424,0.835695
1790,RSM4405,0.722194
1791,RSM1218,1.62569
1792,RSM2438,1.0177
1793,RSM4074,0.910957
1794,RSM2680,1.39923
1795,RSM2921,2.34692
1796,RSM0529,1.80723
1797,RSM1289,1.99451
1798,RSM0304,1.38626
1799,RSM3863,1.23731
1800,RSM2500,1.69894
1801,RSM3487,1.00269
1802,RSM2069,0.860126
1803,RSM0205,1.59986
1804,RSM0373,1.49925
1805,RSM2085,1.18653
1806,RSM3985,1.05298
1807,RSM0976,1.04796
1808,RSM1504,1.49708
1809,RSM3898,1.41335
1810,RSM2629,1.92526
1811,RSM1901,1.65297
1812,RSM4385,1.26959
1813,RSM1208,1.48174
1814,RSM2362,0.476106
1815,RSM3397,1.26233
1816,RSM1557,1.235
1817,RSM4514,0.873335
1818,RSM3061,1.45641
1819,RSM1071,1.17041
1820,RSM2425,1.89011
1821,RSM0197,1.3212
1822,RSM1888,1.61961
1823,RSM0850,1.41619
1824,RSM0855,1.09608
1825,RSM2223,1.48783
1826,RSM0861,1.69842
1827,RSM2203,1.42722
1828,RSM0423,1.13655
1829,RSM3254,1.56667
1830,RSM0039,2.19115
1831,RSM2361,0.504138
1832,RSM3098,1.22611
1833,RSM1259,0.794666
1834,RSM0594,1.67444
1835,RSM3582,1.1166
1836,RSM1664,2.15574
1837,RSM0740,1.16932
1838,RSM1999,1.3861
1839,RSM4615,1.25446
1840,RSM2289,1.13462
1841,RSM3468,1.32418
1842,RSM3494,1.73183
1843,RSM3530,1.89289
1844,RSM1277,1.11361
1845,RSM2328,1.65073
1846,RSM4524,1.12266
1847,RSM0961,0.602846
1848,RSM1789,1.09054
1849,RSM4488,0.863172
1850,RSM2758,1.04891
1851,RSM1128,1.79013
1852,RSM1852,1.56155
1853,RSM2182,1.18213
1854,RSM2842,1.52737
1855,RSM2740,1.42121
1856,RSM0648,0.925233
1857,RSM2938,1.22384
1858,RSM0329,1.51179
1859,RSM1406,1.5433
1860,RSM1343,1.54647
1861,RSM3043,0.333565
1862,RSM2169,1.45511
1863,RSM3665,1.08423
1864,RSM3034,1.59391
1865,RSM0657,1.54067
1866,RSM2390,1.27989
1867,RSM2366,1.1649
1868,RSM0378,1.1906
1869,RSM2742,1.20454
1870,RSM3949,1.23757
1871,RSM1751,1.69865
1872,RSM2669,0.935007
1873,RSM0167,1.84895
1874,RSM3191,1.4136
1875,RSM0814,1.15781
1876,RSM0049,2.93195
1877,RSM0124,2.29193
1878,RSM0310,1.60332
1879,RSM0661,1.80602
1880,RSM3872,1.69689
1881,RSM1080,1.64523
1882,RSM4085,0.914394
1883,RSM3667,1.32527
1884,RSM1828,2.07784
1885,RSM2166,2.04875
1886,RSM1619,1.52306
1887,RSM0467,1.442
1888,RSM3148,1.37986
1889,RSM3905,1.39475
1890,RSM2748,1.25286
1891,RSM1451,1.91077
1892,RSM1688,1.96451
1893,RSM4353,0.982201
1894,RSM4204,0.519408
1895,RSM4402,1.52965
1896,RSM2414,0.798286
1897,RSM3063,1.43704
1898,RSM1149,1.83622
1899,RSM1211,1.59137
1900,RSM1729,1.11075
1901,RSM1829,1.19038
1902,RSM3434,1.15756
1903,RSM0283,1.7595
1904,RSM2981,1.05015
1905,RSM3699,1.05188
1906,RSM2554,1.00367
1907,RSM4436,0.650263
1908,RSM0865,1.5054
1909,RSM0425,1.67612
1910,RSM4133,1.1102
1911,RSM3534,5.06224
1912,RSM2442,1.49806
1913,RSM4053,1.63881
1914,RSM1663,1.21224
1915,RSM4576,0.492194
1916,RSM2281,1.07879
1917,RSM3694,1.31032
1918,RSM2356,1.50221
1919,RSM0540,1.09949
1920,RSM4448,0.439412
1921,RSM0331,2.04723
1922,RSM2589,1.87421
1923,RSM1793,1.50193
1924,RSM2302,1.47532
1925,RSM0944,1.08509
1926,RSM0064,1.16508
1927,RSM0664,1.59049
1928,RSM1692,0.901544
1929,RSM3548,0.697766
1930,RSM1528,0.933232
1931,RSM2930,1.17452
1932,RSM0424,1.35983
1933,RSM2646,1.18708
1934,RSM0236,0.884103
1935,RSM4340,0.829741
1936,RSM1251,1.25639
1937,RSM1359,1.84993
1938,RSM4507,0.509047
1939,RSM1873,0.881207
1940,RSM0585,1.4544
1941,RSM3354,1.30643
1942,RSM3864,1.32376
1943,RSM1799,1.00224
1944,RSM1833,1.33853
1945,RSM3769,1.09591
1946,RSM4195,1.109
1947,RSM2021,0.892431
1948,RSM0435,1.57734
1949,RSM2502,1.62653
1950,RSM1397,1.74681
1951,RSM3168,1.21224
1952,RSM4347,0.433508
1953,RSM2675,1.29136
1954,RSM3369,2.17932
1955,RSM3277,1.32076
1956,RSM0200,1.77612
1957,RSM1870,2.17024
1958,RSM1630,1.76581
1959,RSM2887,0.971768
1960,RSM1023,1.46212
1961,RSM2711,1.14989
1962,RSM1029,1.27506
1963,RSM1021,1.68105
1964,RSM0823,2.15055
1965,RSM0206,1.36151
1966,RSM1064,1.14598
1967,RSM4610,0.787114
1968,RSM3921,1.66794
1969,RSM1265,1.86636
1970,RSM4359,1.24722
1971,RSM0250,1.2887
1972,RSM0155,1.572
1973,RSM2027,1.45011
1974,RSM0486,2.88416
1975,RSM2768,1.24367
1976,RSM2529,1.94884
1977,RSM0080,1.2764
1978,RSM1731,1.40208
1979,RSM1231,1.24651
1980,RSM1686,2.30212
1981,RSM3848,0.884871
1982,RSM0322,1.55474
1983,RSM2004,1.94134
1984,RSM3483,0.802269
1985,RSM3005,2.27101
1986,RSM1932,0.941983
1987,RSM1970,0.356709
1988,RSM1723,1.68923
1989,RSM1745,4.48509
1990,RSM3720,1.31886
1991,RSM0915,2.05809
1992,RSM0418,1.53605
1993,RSM3324,1.3781
1994,RSM4298,1.83199
1995,RSM2019,1.66184
1996,RSM2732,1.34181
1997,RSM0466,1.2014
1998,RSM0182,1.14333
1999,RSM4030,0.652584
2000,RSM2835,1.13176
2001,RSM1471,1.30724
2002,RSM0237,1.16262
2003,RSM1755,1.28943
2004,RSM3125,1.21988
2005,RSM1192,0.540837
2006,RSM3238,1.28761
2007,RSM2562,2.15907
2008,RSM3765,1.30088
2009,RSM3344,1.46742
2010,RSM1527,1.91552
2011,RSM2612,1.37839
2012,RSM2869,1.65319
2013,RSM0242,1.34333
2014,RSM3980,1.16584
2015,RSM0473,1.11541
2016,RSM0258,2.00754
2017,RSM4372,1.2238
2018,RSM3598,0.773755
2019,RSM4319,0.680962
2020,RSM0649,2.42815
2021,RSM0803,1.23536
2022,RSM0471,2.45148
2023,RSM2351,1.56342
2024,RSM1347,1.35228
2025,RSM4613,1.03155
2026,RSM4263,1.31307
2027,RSM0496,1.55102
2028,RSM1294,0.940321
2029,RSM0950,1.56683
2030,RSM0195,1.3916
2031,RSM3862,1.29825
2032,RSM2581,1.42936
2033,RSM4589,0.547402
2034,RSM0455,1.2487
2035,RSM1631,1.08952
2036,RSM4591,0.869601
2037,RSM3826,1.21454
2038,RSM0437,1.29153
2039,RSM2807,0.879401
2040,RSM4046,2.07798
2041,RSM3217,1.67161
2042,RSM1761,1.30394
2043,RSM4194,1.40984
2044,RSM0470,2.80094
2045,RSM0687,1.47491
2046,RSM2147,1.47765
2047,RSM1327,1.16754
2048,RSM4087,1.45354
2049,RSM4045,0.875066
2050,RSM1330,1.93459
2051,RSM2522,1.81544
2052,RSM1125,1.04288
2053,RSM1035,1.50119
2054,RSM3901,1.90959
2055,RSM1532,1.11243
2056,RSM4342,0.6842
2057,RSM0969,1.11597
2058,RSM0968,1.55712
2059,RSM4068,0.869295
2060,RSM3931,0.663203
2061,RSM3779,1.27448
2062,RSM0563,1.56335
2063,RSM3968,1.2757
2064,RSM2767,1.28654
2065,RSM0721,1.94596
2066,RSM3801,1.35541
2067,RSM4149,1.36853
